cod_est,FECHA,T_Max,T_Med,T_Min,H_R_Max,H_R_Med,H_R_Min,PromedioDeRadiacion,SumaDeLluvia,V_Max,V_Med,V_Min,SumaDeCV1,SumaDeCV2,SumaDeCV3,SumaDeCV4,PromedioDeDireccion
AL002,2019-06-22T00:00:00,26.02,21.0170833333333,16.25,89.2,76.17,63.66,1.1973231,0,18.73,5.12241666666667,0,163,644,83,545,2.875
AL002,2019-06-23T00:00:00,26.45,20.6283333333333,13.93,94.2,77.8729166666667,61.09,1.22772765,0,18.95,4.27070833333333,0,150,662,206,419,2.70833333333333
AL002,2019-06-24T00:00:00,27.26,22.4870833333333,15.18,90.5,65.8883333333333,46.17,1.22047815,0,18.63,4.80220833333333,0,182,694,99,466,2.91666666666667
AL002,2019-06-25T00:00:00,26.62,22.6829166666667,18.45,89.1,72.3033333333333,65.24,1.21619025,0,20.74,5.22675,0,286,704,61,393,2.58333333333333
AL002,2019-06-26T00:00:00,26.99,22.7070833333333,16.76,91.5,77.8879166666667,65.52,0.95241645,0,17.64,4.84325,0,325,595,96,425,2.70833333333333
AL002,2019-06-27T00:00:00,28.01,23.6545833333333,16.34,96.4,74.4975,53.59,1.0813167,0,17.85,4.98195833333333,0,246,615,286,286,2.45833333333333
AL002,2019-06-28T00:00:00,34.48,27.3516666666667,21.55,60.52,46.7445833333333,26.61,1.19238915,0,21.66,6.48420833333333,0,385,476,122,454,2.45833333333333
AL002,2019-06-29T00:00:00,34.48,27.8108333333333,21.29,65.37,40.6983333333333,23.38,1.1982294,0,18.98,6.6655,0,358,531,170,371,2.54166666666667
AL002,2019-06-30T00:00:00,34.34,27.205,19.6,66.51,40.65125,20.68,1.21962015,0,16.79,4.55358333333333,0,335,551,211,338,2.45833333333333
AL002,2019-07-01T00:00:00,30.75,25.12625,18.85,92.7,61.555,30.53,1.21218075,0,19.47,4.99075,0,302,680,140,316,2.625
AL002,2019-07-02T00:00:00,18.99,17.138,16.19,96.3,94.6,92.7,0,0,5.01,1.6986,0,43,6,45,205,4
AL003,2019-01-01T00:00:00,18.6,11.1788333333333,7.08,83.5,42.2145833333333,17.14,0.3208467,0,10.34,2.21329166666667,0,50,277,403,706,3.33333333333333
AL003,2019-01-02T00:00:00,16.98,11.43125,7.416,96.3,51.8275,26.15,0.3242844,0,11.15,1.79454166666667,0,87,328,473,546,3.04166666666667
AL003,2019-01-03T00:00:00,14.68,10.1585,5.39,88,62.2525,48.87,0.33045645,0,15.7,2.150875,0,383,225,277,558,2.79166666666667
AL003,2019-01-04T00:00:00,14.62,8.391875,3.748,86.3,72.0425,49.77,0.3139605,0,10.97,1.66079166666667,0,71,235,415,714,3.41666666666667
AL003,2019-01-05T00:00:00,15.19,8.056125,3.682,96.7,56.5808333333333,23.2,0.32689425,0,10.62,1.904875,0,88,327,401,620,3.04166666666667
AL003,2019-01-06T00:00:00,18.85,10.4551666666667,6.512,95.6,46.05,13.45,0.33094065,0,10.94,1.89070833333333,0,21,310,557,551,3.20833333333333
AL003,2019-01-07T00:00:00,16.47,9.716875,4.825,81,45.6179166666667,19.33,0.3287223,0,12.35,2.16225,0,62,316,412,646,3.25
AL003,2019-01-08T00:00:00,15.5,8.44191666666667,4.353,92.5,64.5245833333333,36.18,0.3304251,0,11.85,1.96045833333333,0,29,251,369,786,3.5
AL003,2019-01-09T00:00:00,16.24,10.189125,5.065,92,54.0995833333333,29.42,0.33119835,0,13.72,1.65458333333333,0,60,351,633,392,2.95833333333333
AL003,2019-01-10T00:00:00,15.16,9.27125,3.649,84.6,51.3083333333333,23.04,0.3317142,0,12.42,1.91091666666667,0,123,272,666,373,3.125
AL003,2019-01-11T00:00:00,12.1,5.67454166666667,1.365,85.5,61.2091666666667,29.91,0.33808395,0,14.32,1.92695833333333,0,55,242,583,563,3.33333333333333
AL003,2019-01-12T00:00:00,13,5.99475,1.061,77.44,60.4908333333333,29.74,0.34138035,0,13.62,2.09966666666667,0,52,254,500,634,3.29166666666667
AL003,2019-01-13T00:00:00,14.38,7.92454166666667,3.176,91.5,59.5941666666667,30.69,0.3464196,0,11.85,1.97258333333333,0,49,362,402,625,3.29166666666667
AL003,2019-01-14T00:00:00,16.88,10.6900416666667,5.703,74.35,46.1333333333333,25.99,0.34275465,0,10.8,1.46354166666667,0,101,304,506,519,3.125
AL003,2019-01-15T00:00:00,16.44,11.47125,7.585,89.9,55.7541666666667,34.87,0.3121449,0,9.67,1.88179166666667,0,75,355,450,561,3.20833333333333
AL003,2019-01-16T00:00:00,15.09,9.33666666666667,5.161,99,81.7595833333333,63.22,0.34161495,0,14.57,2.12116666666667,0,91,354,385,611,3.33333333333333
AL003,2019-01-17T00:00:00,15.56,10.0672916666667,5.837,94.8,69.5620833333333,38.91,0.3775779,0,16.12,2.06783333333333,0,178,288,420,550,3.125
AL003,2019-01-18T00:00:00,14.21,9.46133333333333,5.635,86.9,70.08625,47.53,0.3606423,0,13.97,2.15829166666667,0,74,399,399,563,3.16666666666667
AL003,2019-01-19T00:00:00,14.62,9.61458333333333,5.562,85,65.8304166666667,44.97,0.3703392,0,14.22,2.52425,0,105,317,518,494,3
AL003,2019-01-20T00:00:00,15.77,11.0341666666667,7.484,79.24,58.8441666666667,38.65,0.17881455,0,33.8,3.72608333333333,0,177,188,380,686,3.66666666666667
AL003,2019-01-21T00:00:00,14.89,10.4625,7.687,46.67,37.4016666666667,27.41,0.3961971,0,27.1,4.75033333333333,0,229,114,147,948,4
AL003,2019-01-22T00:00:00,12.27,8.91554166666667,3.547,54.1,35.6420833333333,29.27,0.22027335,0,43.01,3.58945833333333,0,152,234,392,650,3.33333333333333
AL003,2019-01-23T00:00:00,18.12,12.9729166666667,8.73,60.61,46.4754166666667,32.34,0.4475973,0,22.83,3.548375,0,229,203,278,720,3.5
AL003,2019-01-24T00:00:00,20.72,16.6091666666667,12.8,44.94,35.92875,26.55,0.35471745,0,33.48,4.83816666666667,0,333,82,165,850,3.625
AL003,2019-01-25T00:00:00,22.12,15.7545833333333,11.43,90.5,49.0316666666667,26.95,0.3887499,0,26.78,3.96220833333333,0,194,281,276,682,3.33333333333333
AL003,2019-01-26T00:00:00,18.77,12.3508333333333,8.94,91.7,56.62625,35.17,0.39828855,0,17.11,2.61233333333333,0,42,384,497,517,3.08333333333333
AL003,2019-01-27T00:00:00,20.74,13.079875,6.206,78.58,45.39125,14.85,0.4296258,0,37.4,4.265875,0,196,192,450,595,3.41666666666667
AL003,2019-01-28T00:00:00,18.26,12.6185833333333,7.045,52.17,42.2116666666667,23.05,0.4253751,0,34.72,4.61679166666667,0,150,319,308,652,3.33333333333333
AL003,2019-01-29T00:00:00,18.94,13.185,8.63,59.8,44.1829166666667,30.9,0.3406179,0,27.2,3.754875,0,182,163,384,708,3.54166666666667
AL003,2019-01-30T00:00:00,17.65,13.6520833333333,10.41,57.52,42.7470833333333,30.2,0.3503415,0,29.14,3.71454166666667,0,199,231,433,571,3.08333333333333
AL003,2019-01-31T00:00:00,20.06,13.6225,9.4,68.8,54.235,42.16,0.346962,0,29.85,2.60708333333333,0,52,257,715,410,3.08333333333333
AL003,2019-02-01T00:00:00,18.7,13.5895833333333,8.06,85.3,56.2895833333333,25.29,0.3231435,0.4,31.51,3.60608333333333,0,224,309,473,429,2.875
AL003,2019-02-02T00:00:00,13.04,9.86479166666667,6.741,51.38,35.765,24.66,0.4961685,0.2,47.35,7.67658333333333,0,273,74,148,929,3.91666666666667
AL003,2019-02-03T00:00:00,12.56,9.066375,5.128,36.01,26.4883333333333,15.82,0.51208785,0,37.82,5.199125,0,349,86,143,845,3.83333333333333
AL003,2019-02-04T00:00:00,14.38,8.103,3.446,77.67,49.83125,24.26,0.48305895,0,15.24,2.86454166666667,0,114,348,430,544,2.875
AL003,2019-02-05T00:00:00,17.28,10.2625416666667,4.418,84.2,48.4458333333333,17.88,0.48121635,0,15.45,2.837375,0,79,350,402,607,3.25
AL003,2019-02-06T00:00:00,19.07,12.3441666666667,8.94,69.68,46.485,28.47,0.4787373,0,17.11,3.48658333333333,0,68,346,317,704,3.375
AL003,2019-02-07T00:00:00,17.43,12.3616666666667,9.61,99.2,59.11875,34.22,0.40091685,0,12.17,2.75783333333333,0,44,356,473,562,3.20833333333333
AL003,2019-02-08T00:00:00,18.23,11.8016666666667,7.139,100,62.62875,44.45,0.4951464,0,18.42,3.61316666666667,0,233,426,181,592,2.83333333333333
AL003,2019-02-09T00:00:00,16.47,10.9945833333333,6.032,99.6,67.23,37.8,0.5191305,0,13.55,2.5485,0,58,405,470,501,3.04166666666667
AL003,2019-02-10T00:00:00,17.38,12.3716666666667,8.29,75.11,49.23875,25.77,0.5223258,0,13.65,2.96841666666667,0,74,420,539,403,2.91666666666667
AL003,2019-02-11T00:00:00,19.47,13.38875,8.77,70.48,55.7095833333333,34.81,0.516051,0,16.12,2.483375,0,71,481,693,192,2.58333333333333
AL003,2019-02-12T00:00:00,15.73,11.5620833333333,8.43,87.7,68.25125,47.66,0.3264618,0,19.19,4.88904166666667,0,571,151,31,672,2.79166666666667
AL003,2019-02-13T00:00:00,17.24,9.82720833333333,5.162,86.4,66.7929166666667,33.71,0.548418,0,16.9,5.091875,0,472,69,51,839,2.875
AL003,2019-02-14T00:00:00,17.38,10.145125,4.925,83.7,67.5066666666667,36.57,0.5515998,0,17.18,5.49083333333333,0,309,126,158,833,3.125
AL003,2019-02-15T00:00:00,16.71,10.27975,4.452,91.7,73.8716666666667,47.15,0.5516949,0,19.83,4.63083333333333,0,419,72,75,861,3.125
AL003,2019-02-16T00:00:00,16.41,10.7895833333333,6.538,83.6,66.6725,43.64,0.542529,0,22.4,6.8335,0,495,45,33,847,3.125
AL003,2019-02-17T00:00:00,17.48,10.7442083333333,5.829,88.1,67.5575,41.72,0.5187024,0,16.79,5.270625,0,395,87,48,902,3
AL003,2019-02-18T00:00:00,16.68,10.6305,5.195,89.3,65.7966666666667,42.45,0.520017,0,20.39,5.85529166666667,0,494,58,68,805,3
AL003,2019-02-19T00:00:00,16.24,10.89775,6.944,83.3,61.24125,32.08,0.42758385,0,13.94,4.11233333333333,0,102,364,212,756,3.29166666666667
AL003,2019-02-20T00:00:00,15.86,10.1878333333333,5.836,88.9,73.8195833333333,46.74,0.5577156,0,12.95,3.88004166666667,0,184,309,263,674,3.20833333333333
AL003,2019-02-21T00:00:00,16.44,10.3175416666667,5.7,86.6,67.82,40.4,0.58158645,0,13.16,3.65220833333333,0,199,283,204,743,3.16666666666667
AL003,2019-02-22T00:00:00,17.59,10.6606666666667,5.972,90.6,62.2641666666667,35.12,0.61199265,0,16.3,2.944625,0,107,404,312,608,3.20833333333333
AL003,2019-02-23T00:00:00,20.91,13.7766666666667,8.8,85.5,43.3879166666667,16.43,0.62920785,0,14.75,3.38258333333333,0,94,354,320,667,3.16666666666667
AL003,2019-02-24T00:00:00,19.69,13.6779166666667,8.87,85.4,39.5095833333333,26.67,0.55931115,0,15.52,5.06816666666667,0,427,143,191,663,3.04166666666667
AL003,2019-02-25T00:00:00,19.16,11.352875,6.174,83.6,54.1545833333333,26.78,0.63734445,0,13.83,4.06408333333333,0,156,259,315,670,3.33333333333333
AL003,2019-02-26T00:00:00,19.34,11.7811666666667,6.141,64.26,47.4508333333333,23.63,0.6399336,0,14.85,3.46279166666667,0,114,334,328,661,3.33333333333333
AL003,2019-02-27T00:00:00,18.19,12.1214166666667,7.383,80.8,49.98,24.9,0.647415,0,16.72,3.05275,0,122,433,308,574,3.08333333333333
AL003,2019-02-28T00:00:00,20.1,14.6925,10.86,82.2,46.915,22.99,0.66480105,0,12.56,3.29341666666667,0,77,421,450,487,2.91666666666667
AL003,2019-03-01T00:00:00,19.38,13.9808333333333,9.81,88.9,60.71125,26.06,0.64263735,0,15.42,2.45554166666667,0,97,474,455,415,3.04166666666667
AL003,2019-03-02T00:00:00,21.38,15.6020833333333,10.89,72.68,48.6,30.4,0.613404,0,13.27,2.617125,0,47,407,596,391,2.95833333333333
AL003,2019-03-03T00:00:00,23.34,16.0966666666667,11.63,67.66,41.6758333333333,25.6,0.69946095,0,17.71,4.07416666666667,0,86,391,256,701,3.33333333333333
AL003,2019-03-04T00:00:00,20.27,15.0104166666667,10.19,89.4,48.2404166666667,22.66,0.7089138,0,14.75,2.86779166666667,0,111,431,521,375,2.75
AL003,2019-03-05T00:00:00,21.48,15.4154166666667,11.63,90.4,59.45875,37.59,0.56685585,0,17.39,2.664875,0,30,564,576,271,2.66666666666667
AL003,2019-03-06T00:00:00,23.98,14.9970833333333,9.03,97.2,63.72125,14.11,0.634149,0.2,36.16,5.59891666666667,0,173,174,452,638,3.25
AL003,2019-03-07T00:00:00,18.02,13.1116666666667,9.54,69.38,49.5379166666667,24.13,0.64654365,0,20.32,3.431625,0,74,421,601,341,2.91666666666667
AL003,2019-03-08T00:00:00,18.53,12.4216666666667,7.688,53.76,43.2483333333333,29.13,0.72715485,0,14.15,3.07666666666667,0,37,330,607,460,3.125
AL003,2019-03-09T00:00:00,20.91,13.5591666666667,8.53,72.17,46.9158333333333,25.25,0.7514154,0,14.54,4.23616666666667,0,109,316,338,673,3.16666666666667
AL003,2019-03-10T00:00:00,18.86,14.2745833333333,9.04,82,55.8720833333333,34.9,0.74746455,0,14.43,3.19908333333333,0,110,416,340,567,3.08333333333333
AL003,2019-03-11T00:00:00,23.58,17.20375,12.57,74.72,49.0895833333333,29.96,0.76271505,0,16.44,3.83895833333333,0,165,325,343,596,3.08333333333333
AL003,2019-03-12T00:00:00,20.48,13.9258333333333,9.78,88.9,71.4683333333333,39.38,0.7603182,0,20.29,3.26545833333333,0,146,467,309,509,2.875
AL003,2019-03-13T00:00:00,25.16,16.4316666666667,8.9,80.6,52.2054166666667,19.81,0.767949,0,18.06,3.45608333333333,0,136,384,635,283,2.79166666666667
AL003,2019-03-14T00:00:00,19.5,13.0029166666667,7.788,82.9,60.35125,28.67,0.78291135,0,16.76,2.96095833333333,0,139,366,369,564,3
AL003,2019-03-15T00:00:00,24.37,15.7116666666667,8.87,81.1,39.8408333333333,21.03,0.7934754,0,18.06,3.60395833333333,0,117,421,341,557,3
AL003,2019-03-16T00:00:00,24.21,16.3283333333333,10.76,50.11,32.3858333333333,15.73,0.80791935,0,20.04,3.31404166666667,0,119,410,353,551,3.04166666666667
AL003,2019-03-17T00:00:00,24.81,18.56875,11.6,42.79,27.82,12.79,0.811479,0,28.05,3.88575,0,129,364,427,517,3.04166666666667
AL003,2019-03-18T00:00:00,19.77,14.7270833333333,11.93,76.05,53.76875,23.39,0.6509046,0,20.85,4.96841666666667,0,488,255,362,330,2.375
AL003,2019-03-19T00:00:00,17.32,12.6525,9.54,85.4,71.36,52.53,0.6422619,0,18.7,3.01420833333333,0,294,509,438,183,2.5
AL003,2019-03-20T00:00:00,17.18,10.6330416666667,6.242,81.4,60.8308333333333,32.4,0.6349101,0,21.56,4.61983333333333,0,489,343,148,454,2.54166666666667
AL003,2019-03-21T00:00:00,16.68,10.7589166666667,5.466,73.72,50.9595833333333,29.98,0.7783413,0,22.69,4.91775,0,424,360,175,468,2.66666666666667
AL003,2019-03-22T00:00:00,19.02,11.9232083333333,5.634,73.41,52.81125,26.75,0.8463858,0,19.12,4.162,0,380,201,220,625,3
AL003,2019-03-23T00:00:00,16.47,12.4295833333333,9.38,70.83,62.0841666666667,44.37,0.45046395,0.2,24.91,5.12441666666667,0,561,303,57,505,2.375
AL003,2019-03-24T00:00:00,18.23,13.5925,9.4,74.97,58.3595833333333,43.67,0.32389755,0.2,22.69,5.21491666666667,0,409,176,64,782,3.16666666666667
AL003,2019-03-25T00:00:00,23.26,16.20625,10.82,60.13,45.2704166666667,28.91,0.88394115,0,20.64,5.40641666666667,0,444,194,51,740,2.79166666666667
AL003,2019-03-26T00:00:00,19.54,14.59625,10.65,69.48,47.4425,22.49,0.8586063,0,31.29,8.24908333333333,0,603,300,27,496,2.20833333333333
AL003,2019-03-27T00:00:00,18.02,12.7766666666667,9.07,71.57,47.7133333333333,26.74,0.9669687,0,26.88,7.50320833333333,0,698,564,20,149,1.375
AL003,2019-03-28T00:00:00,19.03,11.8565,5.77,80.5,49.43,16.33,0.97834815,0,23.78,5.217125,0,409,333,96,584,2.79166666666667
AL003,2019-03-29T00:00:00,18.43,11.9004583333333,6.039,73.84,55.565,37.58,0.8677482,0,28.29,6.697125,0,634,116,44,633,2.625
AL003,2019-03-30T00:00:00,19.56,13.1333333333333,7.822,88.5,59.79,39.81,0.8922993,0.4,21.41,5.9565,0,580,62,49,735,2.75
AL003,2019-03-31T00:00:00,11.09,9.78333333333333,8.93,97.9,94.7970833333333,78.83,0.11392185,15.4,15.91,2.455125,0,243,157,113,917,3.58333333333333
AL003,2019-04-01T00:00:00,19.63,11.537,6.464,98.4,88.54625,59.6,0.7856604,3,18.45,1.911875,0,137,358,357,584,3.08333333333333
AL003,2019-04-02T00:00:00,20.98,13.4919583333333,6.876,97.3,74.24625,56.58,0.94601385,0,16.12,2.83829166666667,0,138,468,353,479,2.83333333333333
AL003,2019-04-03T00:00:00,20.94,15.2866666666667,10.59,81.6,63.4691666666666,44.06,0.94722375,0,20.46,3.219375,0,71,497,472,391,2.95833333333333
AL003,2019-04-04T00:00:00,16.41,12.5691666666667,9.23,93.8,68.43625,50.78,0.44690145,0,14.11,3.12154166666667,0,150,371,752,163,2.75
AL003,2019-04-05T00:00:00,16.14,10.47475,6.471,96.5,71.07125,40.17,0.55254405,0.6,17.18,2.52504166666667,0,113,168,568,588,3.41666666666667
AL003,2019-04-06T00:00:00,18.22,10.8448333333333,5.702,86.8,56.6170833333333,32.67,0.7613178,1,17.89,3.13945833333333,0,130,251,569,477,3.08333333333333
AL003,2019-04-07T00:00:00,18.49,13.1645,7.187,70.24,51.68,31.11,0.8268939,0,38.07,4.45320833333333,0,176,203,472,584,3.20833333333333
AL003,2019-04-08T00:00:00,22.56,15.8841666666667,10.25,75.27,60.5666666666667,37.06,0.83338095,0,13.16,2.099875,0,90,302,646,397,3.04166666666667
AL003,2019-04-09T00:00:00,20.91,15.2858333333333,9.54,74.45,47.0633333333333,27.81,0.91629015,0.2,32.49,4.19279166666667,0,193,109,487,642,3.125
AL003,2019-04-10T00:00:00,20.94,15.4254166666667,10.41,60.03,40.5258333333333,23.19,1.0637091,0,33.48,6.611,0,304,173,191,759,3.375
AL003,2019-04-11T00:00:00,20.47,15.2470833333333,10.11,75.1,47.5225,24.75,1.0420323,0,22.4,5.13854166666667,0,162,320,274,671,3.20833333333333
AL003,2019-04-12T00:00:00,21.45,15.9608333333333,9.65,60.08,36.1970833333333,23.3,1.0825275,0,15.95,3.41154166666667,0,59,192,504,680,3.41666666666667
AL003,2019-04-13T00:00:00,23.87,17.0241666666667,10.48,70.38,37.88625,20.22,1.1179101,0,17.92,3.57945833333333,0,117,272,431,617,3.29166666666667
AL003,2019-04-14T00:00:00,24.64,17.9783333333333,12.47,72.12,45.0791666666667,24.88,1.10137035,0,18.03,2.95270833333333,0,77,504,487,369,2.66666666666667
AL003,2019-04-15T00:00:00,25.05,18.4420833333333,12.98,82.4,51.0470833333333,28.02,0.8728902,0,17.39,2.831125,0,90,527,461,359,2.625
AL003,2019-04-16T00:00:00,23.8,17.6108333333333,11.46,77.66,51.88875,31.35,1.14324465,0,15.73,3.63525,0,131,432,528,341,2.95833333333333
AL003,2019-04-17T00:00:00,26.53,17.78375,10.41,80.5,57.03375,28.49,0.9583935,0,22.79,4.583,0,474,88,80,781,2.875
AL003,2019-04-18T00:00:00,17.15,12.20375,8.83,96.9,88.8929166666667,61.1,0.23172045,17.4,20.25,2.58454166666667,0,151,556,438,289,2.70833333333333
AL003,2019-04-19T00:00:00,17.55,12.25875,8.56,93.4,78.1045833333333,57.04,0.78299025,0,18.2,2.3215,0,156,428,369,484,2.79166666666667
AL003,2019-04-20T00:00:00,18.59,11.61625,9.47,97.6,88.2583333333333,55.55,0.51076095,14.6,14.32,1.72,0,157,463,379,428,3.04166666666667
AL003,2019-04-21T00:00:00,14.58,11.05375,8.86,97.4,91.7558333333333,75.94,0.2745159,13.6,12.38,1.098625,0,100,241,519,571,3.20833333333333
AL003,2019-04-22T00:00:00,20.71,14.01875,9.5,93.8,74.5183333333333,46.59,0.7630158,0,26.07,2.9445,0,118,279,410,629,3.20833333333333
AL003,2019-04-23T00:00:00,18.16,13.6491666666667,9.41,88.3,67.5995833333333,49.44,0.475611,0.8,19.09,2.38891666666667,0,140,203,645,444,3.04166666666667
AL003,2019-04-24T00:00:00,19.9,13.7362916666667,7.087,72.39,60.2379166666667,44.68,1.1965305,0,13.05,3.01270833333333,0,87,270,732,345,3
AL003,2019-04-25T00:00:00,23.34,17.1333333333333,13.25,84.7,58.6095833333333,33.8,0.5704215,0,22.9,3.27825,0,124,227,638,447,3.29166666666667
AL003,2019-04-26T00:00:00,20.13,15.33875,9.88,71.94,53.45125,38.57,1.1800905,0,13.62,2.60683333333333,0,87,517,576,258,2.66666666666667
AL003,2019-04-27T00:00:00,23.46,17.0179166666667,10.92,62.95,46.65875,29.18,1.2060405,0,13.83,3.71745833333333,0,97,300,387,646,3.375
AL003,2019-04-28T00:00:00,26.26,18.5616666666667,11.93,60.56,39.4154166666667,21.24,1.204362,0,17.15,4.174375,0,466,163,163,633,2.79166666666667
AL003,2019-04-29T00:00:00,23.73,17.9254166666667,13.28,67.99,44.7183333333333,27.36,0.90901305,0,12.42,2.28404166666667,0,163,412,435,428,2.875
AL003,2019-04-30T00:00:00,20.57,16.1141666666667,11.26,90.2,70.2408333333333,46.99,1.1834985,0,17.92,2.66045833333333,0,160,570,373,332,2.54166666666667
AL003,2019-05-01T00:00:00,26.73,18.8208333333333,11.06,89.3,55.61625,26.44,1.1766465,0,15.31,2.49391666666667,0,318,411,373,331,2.41666666666667
AL003,2019-05-02T00:00:00,25.12,18.8579166666667,13.72,66.76,41.82,23.05,0.7974885,0,23.78,5.031875,0,530,124,116,654,2.66666666666667
AL003,2019-05-03T00:00:00,21.28,16.4,11.87,97.3,60.0441666666667,33.92,1.1506824,3,26.99,4.40741666666667,0,169,746,208,311,2.58333333333333
AL003,2019-05-04T00:00:00,20.71,15.1,12.32,95.6,83.0179166666667,60.96,0.8607555,0.2,20.29,3.262,0,171,658,448,160,2.45833333333333
AL003,2019-05-05T00:00:00,23.97,17.2195833333333,10.11,96.7,70.5379166666667,42.49,1.215207,0,18.59,2.95225,0,131,514,419,374,2.91666666666667
AL003,2019-05-06T00:00:00,24.04,17.5141666666667,12.61,97,74.0358333333333,51.2,1.12267395,0,21.63,3.07745833333333,0,108,805,365,164,2.45833333333333
AL003,2019-05-07T00:00:00,22.22,16.6266666666667,10.8,97.7,81.94125,59.96,1.21304955,0,15.56,2.607375,0,159,609,358,307,2.41666666666667
AL003,2019-05-08T00:00:00,30.99,21.2333333333333,10.51,98,58.27375,25.3,1.1090853,0,27.69,2.68883333333333,0,160,464,356,451,2.83333333333333
AL003,2019-05-09T00:00:00,27.77,21.9029166666667,15.7,81.6,55.9779166666667,39.02,1.16552625,0,15.63,2.44975,0,77,589,650,122,2.45833333333333
AL003,2019-05-10T00:00:00,29.02,23.0166666666667,16.95,71.9,55.0520833333333,34.35,1.220019,0,16.65,2.48875,0,59,513,535,330,2.79166666666667
AL003,2019-05-11T00:00:00,31.13,23.8358333333333,16,77.57,49.0266666666667,25.67,1.236474,0,19.23,3.19145833333333,0,158,376,591,313,3
AL003,2019-05-12T00:00:00,28.85,21.3158333333333,15.39,68.33,49.7804166666667,31.46,1.2369708,0,16.58,4.03820833333333,0,387,264,347,433,2.66666666666667
AL003,2019-05-13T00:00:00,24.91,19.2033333333333,13.93,70.91,52.7029166666667,35.2,1.26052575,0,17.92,3.34825,0,312,295,432,391,2.54166666666667
AL003,2019-05-14T00:00:00,25.15,18.77875,13.08,72.94,47.5770833333333,26.32,1.28640015,0,15.31,3.19508333333333,0,187,371,427,439,3
AL003,2019-05-15T00:00:00,26.8,19.4325,11.6,88.5,59.36625,35.25,1.2476202,0,17.82,2.388375,0,99,544,495,297,2.58333333333333
AL003,2019-05-16T00:00:00,25.99,19.08125,14.45,90.6,69.7525,41.1,1.2165255,0,17.71,3.74054166666667,0,274,507,319,330,2.58333333333333
AL003,2019-05-17T00:00:00,26.3,19.9866666666667,14.08,91.2,36.8358333333333,15.68,0.84005175,0,23.36,4.481375,0,168,351,369,537,3.29166666666667
AL003,2019-05-18T00:00:00,25.38,19.8666666666667,12.88,38.27,25.6758333333333,16.35,1.25558025,0,28.79,4.20733333333333,0,177,257,476,523,3.16666666666667
AL003,2019-05-19T00:00:00,25.25,18.8558333333333,13.48,72.29,40.3158333333333,20.62,1.21739235,0,21.56,2.77204166666667,0,79,497,582,277,2.70833333333333
AL003,2019-05-20T00:00:00,25.76,19.6445833333333,14.12,68.33,41.49875,21.62,1.2455751,0,15.95,2.85545833333333,0,72,487,535,344,2.95833333333333
AL003,2019-05-21T00:00:00,24.74,19.0291666666667,13.84,91.4,65.70625,44.13,0.92723655,0,17.57,2.518375,0,132,583,429,287,2.54166666666667
AL003,2019-05-22T00:00:00,27.3,20.57375,12.88,83.9,50.535,28.23,1.27148265,0,16.65,2.673125,0,77,392,650,318,2.95833333333333
AL003,2019-05-23T00:00:00,29.76,22.4816666666667,14.26,62.51,36.73125,16.02,1.26737235,0,16.48,2.85795833333333,0,87,408,537,405,2.95833333333333
AL003,2019-05-24T00:00:00,25.99,20.4108333333333,16.24,71.02,46.7645833333333,28.41,0.79972875,0,20.36,3.31975,0,298,444,447,244,2.25
AL003,2019-05-25T00:00:00,24.91,18.84125,13.28,87.4,51.24125,27.33,1.15459845,0,16.16,3.00220833333333,0,204,448,381,393,2.54166666666667
AL003,2019-05-26T00:00:00,25.35,19.20375,13.62,86.6,63.0308333333333,35.25,1.24896,0,19.76,2.969125,0,108,394,529,404,2.79166666666667
AL003,2019-05-27T00:00:00,24.84,19.0616666666667,12.61,92.3,64.8604166666667,40.22,1.25421435,0,22.65,2.88608333333333,0,151,622,373,290,2.45833333333333
AL003,2019-05-28T00:00:00,28.98,22.04125,14.99,77.08,55.61,32.75,1.21983225,0,16.44,2.819375,0,187,517,582,144,2.5
AL003,2019-05-29T00:00:00,27.36,20.7233333333333,15.9,83.1,53.3366666666667,32.61,1.26754725,0,18.31,4.59370833333333,0,460,273,325,369,2.58333333333333
AL003,2019-05-30T00:00:00,26.93,19.9904166666667,12.98,70.59,47.2391666666667,19.59,1.31120025,0,17.78,3.928,0,325,307,275,527,2.91666666666667
AL003,2019-05-31T00:00:00,28.58,21.6941666666667,14.55,73.19,43.12875,21.65,1.3183029,0,21.7,5.295625,0,623,186,90,525,2.5
AL003,2019-06-01T00:00:00,29.73,22.07375,15.12,63.8,35.2670833333333,15,1.3323177,0,17.32,4.28170833333333,0,415,222,296,493,2.83333333333333
AL003,2019-06-02T00:00:00,29.62,22.0791666666667,14.76,55.52,33.7420833333333,15.5,1.3424553,0,13.19,2.84520833333333,0,128,398,507,396,3.08333333333333
AL003,2019-06-03T00:00:00,27.6,21.65,15.36,63.14,44.6020833333333,21.6,1.17425385,0,17.39,2.455625,0,139,562,425,313,2.70833333333333
AL003,2019-06-04T00:00:00,26.46,20.89625,16,81,57.1608333333333,42.24,1.2995328,0,19.37,2.85108333333333,0,107,607,439,283,2.54166666666667
AL003,2019-06-05T00:00:00,30.66,23.0954166666667,17.35,73.24,38.8041666666667,11.33,1.21856175,0,19.62,3.349375,0,237,415,423,354,2.75
AL003,2019-06-06T00:00:00,27.36,21.6329166666667,15.13,68.51,31.2633333333333,18.57,1.311939,0,16.3,3.13416666666667,0,103,467,603,259,2.875
