cod_est,FECHA,T_Max,T_Med,T_Min,H_R_Max,H_R_Med,H_R_Min,PromedioDeRadiacion,SumaDeLluvia,V_Max,V_Med,V_Min,SumaDeCV1,SumaDeCV2,SumaDeCV3,SumaDeCV4,PromedioDeDireccion
SE001,2019-03-14T00:00:00,25.66,15.49,8.38,77.99,44.2241666666667,16.65,0.8401323,0,9.49,0.585958333333333,0,630,277,24,490,1.70833333333333
SE001,2019-03-15T00:00:00,29.7,16.283125,6.243,80.9,47.0929166666667,15.15,0.8463195,0,7.479,0.570875,0,589,184,34,622,2.08333333333333
SE001,2019-03-16T00:00:00,27.46,15.0807916666667,4.105,94.1,61.90125,21.61,0.85662135,0,11.57,1.39858333333333,0,528,260,457,189,2.20833333333333
SE001,2019-03-17T00:00:00,26.24,16.4129166666667,10.45,100,68.42625,18.44,0.81284895,0,14.29,2.27420833333333,0,154,340,375,565,3.125
SE001,2019-03-18T00:00:00,25.93,17.1575,11.87,84.7,59.2175,29.65,0.83730345,0,10.76,1.49854166666667,0,254,331,178,662,2.875
SE001,2019-03-19T00:00:00,25.29,15.2718333333333,7.498,100,61.5241666666667,19.44,0.8639367,0,10.3,0.691583333333333,0,429,392,353,259,2.08333333333333
SE001,2019-03-20T00:00:00,22.64,13.9940833333333,5.53,75.24,49.5066666666667,28.53,0.8555613,0,14.85,0.907208333333333,0,584,250,74,524,1.79166666666667
SE001,2019-03-21T00:00:00,22.91,13.7675,6.344,89.9,53.6433333333333,17.57,0.88736805,0,8.71,0.560916666666667,0,848,252,200,134,1.5
SE001,2019-03-22T00:00:00,24.44,14.5770833333333,7.193,82.5,52.6825,24.7,0.87312015,0,8.26,0.604541666666667,0,876,347,44,160,1.29166666666667
SE001,2019-03-23T00:00:00,23.89,15.7570833333333,7.939,82.4,54.1829166666667,28.95,0.8535675,0,12.31,1.11029166666667,0,854,418,50,108,1.41666666666667
SE001,2019-03-24T00:00:00,25.35,16.50375,10.07,80.1,57.5033333333333,30.53,0.67788375,0,8.47,0.795083333333333,0,947,335,44,94,1.33333333333333
SE001,2019-03-25T00:00:00,27.83,16.9370833333333,7.939,89.4,57.2741666666667,27.07,0.87666,0,8.64,0.625083333333333,0,899,249,34,247,1.54166666666667
SE001,2019-03-26T00:00:00,29.09,19.37,12.27,69.52,47.3225,24.16,0.802683,0,9.77,1.112125,0,558,423,239,215,1.79166666666667
SE001,2019-03-27T00:00:00,25.22,16.7383333333333,8.92,71.05,45.6908333333333,15.71,0.928845,0,9.1,0.819916666666667,0,625,464,148,194,1.75
SE001,2019-03-28T00:00:00,24.37,15.8566666666667,8.82,78.96,45.6370833333333,16.43,0.942777,0,9.67,1.008875,0,744,475,72,143,1.625
SE001,2019-03-29T00:00:00,25.29,15.96925,5.259,86.6,51.8091666666667,25.53,0.861552,0,9.46,1.09308333333333,0,591,368,299,179,1.75
SE001,2019-03-30T00:00:00,26.95,16.7345833333333,8.31,91.1,61.28125,30.05,0.874464,0,12.45,1.40558333333333,0,371,309,203,482,2.33333333333333
SE001,2019-03-31T00:00:00,23.56,16.68625,10.21,94.4,71.1345833333333,46.29,0.5665335,0,12.88,1.18458333333333,0,331,298,233,556,2.66666666666667
SE001,2019-04-01T00:00:00,20.04,14.6116666666667,11.59,97.9,87.87875,68.16,0.4333524,13.4,9.98,1.484125,0,257,764,368,44,2.16666666666667
SE001,2019-04-02T00:00:00,23.76,15.8920833333333,10.24,100,79.0495833333333,41.92,0.7716027,0.1,7.479,0.824916666666667,0,219,402,392,426,2.58333333333333
SE001,2019-04-03T00:00:00,23.52,16.3425,8.11,100,61.605,27.73,0.978252,0,16.26,2.22304166666667,0,88,142,418,781,3.5
SE001,2019-04-04T00:00:00,21.38,13.559375,4.58,94.9,52.02375,22.01,1.007022,0,18.35,3.05683333333333,0,55,289,424,663,3.45833333333333
SE001,2019-04-05T00:00:00,16.99,11.78875,8.28,99.8,76.3645833333333,38.55,0.702257791304348,14.4,18.8,3.54170833333333,0,27,408,668,336,3
SE001,2019-04-06T00:00:00,17.6,11.1810833333333,6.446,96.3,81.59125,54.36,0.62279895,3.7,16.69,2.585875,0,30,256,921,228,3.08333333333333
SE001,2019-04-07T00:00:00,16.65,13.32,9.15,99.4,85.7133333333333,58.5,0.368952,4.5,11.64,2.608875,0,16,325,894,208,3.04166666666667
SE001,2019-04-08T00:00:00,17.87,14.2116666666667,9.83,100,93.9629166666667,76.09,0.257201672727273,14,16.76,3.01358333333333,0,11,463,851,113,3
SE001,2019-04-09T00:00:00,20.54,14.2270416666667,7.43,97.6,70.7508333333333,48.07,0.8172081,0,13.9,2.66095833333333,0,31,350,544,515,3.25
SE001,2019-04-10T00:00:00,21.68,14.825,7.193,96.6,60.6358333333334,30.04,0.9543696,0,15.31,2.63204166666667,0,83,191,339,821,3.66666666666667
SE001,2019-04-11T00:00:00,23.89,15.3042083333333,6.141,97,63.0908333333333,31.82,0.99666765,0,11.71,1.417375,0,108,547,348,430,3
SE001,2019-04-12T00:00:00,25.79,16.1132916666667,6.718,99.8,62.7658333333333,25.27,1.0397004,0,9.42,1.10541666666667,0,196,290,281,668,2.75
SE001,2019-04-13T00:00:00,26.51,16.9118333333333,7.226,98.6,59.5616666666667,25.04,1.028808,0,10.58,1.37216666666667,0,68,472,560,340,2.75
SE001,2019-04-14T00:00:00,29.22,18.92,9.4,99.6,66.9375,34,0.9568722,0,6.492,0.693291666666667,0,128,499,403,403,2.625
SE001,2019-04-15T00:00:00,27.29,18.3466666666667,11.49,99.5,71.42125,30.14,0.99315825,0,17.57,2.63091666666667,0,7,611,501,318,2.875
SE001,2019-04-16T00:00:00,28.27,17.9283333333333,8.41,99.7,65.405,22.38,1.05350925,0,10.83,1.14679166666667,0,146,535,410,345,2.45833333333333
SE001,2019-04-17T00:00:00,23.9,15.7166666666667,9.84,94.6,71.24375,48.51,0.4544616,0,17.15,1.71545833333333,0,190,406,405,436,2.75
SE001,2019-04-18T00:00:00,20.45,13.3666666666667,9.77,99.6,89.1316666666667,57,0.53816865,15,19.09,0.993416666666667,0,146,673,430,190,2.41666666666667
SE001,2019-04-19T00:00:00,22.4,14.3341666666667,8.75,100,82.4108333333333,43.51,0.76489785,0.8,14.39,1.08766666666667,0,359,273,517,288,2.58333333333333
SE001,2019-04-20T00:00:00,21.9,15.0020833333333,9.16,100,76.31875,47.43,0.5068977,0.1,7.515,0.253416666666667,0,941,239,44,210,1.20833333333333
SE001,2019-04-21T00:00:00,23.89,16.9825,12.44,83.1,61.6508333333333,40.17,0.82088295,0,12.67,0.337791666666667,0,517,459,156,215,1.75
SE001,2019-04-22T00:00:00,25.62,17.0170833333333,9.6,98.3,68.8983333333333,30.59,0.96927525,0,14.57,2.763625,0,63,361,833,109,2.70833333333333
SE001,2019-04-23T00:00:00,18.11,13.9716666666667,9.66,97.1,72.14,40.69,0.97425735,7.8,16.97,3.596125,0,57,330,649,399,3.25
SE001,2019-04-24T00:00:00,17.73,13.37125,7.6,99.3,91.17875,72.05,0.4315419,13.1,21.27,5.34966666666667,0,2,680,735,16,2.45833333333333
SE001,2019-04-25T00:00:00,21.41,16.48375,13.39,99.5,70.1075,37.36,0.79403745,0.8,17.53,3.43070833333333,0,51,206,580,590,3.54166666666667
SE001,2019-04-26T00:00:00,24.94,15.68625,6.141,98.8,62.92125,32.06,1.15414545,0,11.57,0.711916666666667,0,512,214,54,653,2.58333333333333
SE001,2019-04-27T00:00:00,29.42,18.4120833333333,8.11,96.8,60.2858333333333,28.68,1.1523786,0,8.4,0.380916666666667,0,712,465,90,167,1.75
SE001,2019-04-28T00:00:00,31.26,19.9545833333333,9.8,92.2,51.36375,16.99,1.07741835,0,10.76,0.634958333333333,0,198,695,158,385,2.58333333333333
SE001,2019-04-29T00:00:00,32.21,20.85,10.11,95.2,50.7104166666667,17.39,1.14185775,0,8.78,0.700791666666667,0,301,694,255,184,2.16666666666667
SE001,2019-04-30T00:00:00,32.17,21.4191666666667,10.72,98.6,57.1375,24.8,1.11602265,0,6.844,1.21625,0,70,741,386,240,2.54166666666667
SE001,2019-05-01T00:00:00,34.21,22.4966666666667,12.37,98.6,56.4570833333333,14.7,1.10780565,0,11.01,1.12725,0,156,466,576,234,2.70833333333333
SE001,2019-05-02T00:00:00,33.8,22.71625,11.9,95.6,52.83625,20.6,1.1331357,0,11.89,1.10733333333333,0,249,401,281,506,2.54166666666667
SE001,2019-05-03T00:00:00,28.51,20.7204166666667,12.88,86.9,61.085,31.57,1.13907045,0,17.46,2.82433333333333,0,53,318,599,468,3.33333333333333
SE001,2019-05-04T00:00:00,25.76,19.6258333333333,15.43,87.3,74.3633333333333,51.51,0.6431952,0,12.7,2.80704166666667,0,21,755,595,69,2.41666666666667
SE001,2019-05-05T00:00:00,23.93,18.295,14.78,89.2,73.7279166666667,55.13,0.7922106,0,12,2.63466666666667,0,15,533,797,88,2.91666666666667
SE001,2019-05-06T00:00:00,27.93,19.1720833333333,14.17,91.4,71.31,40.4,0.9238173,0,12.98,2.28075,0,28,751,526,130,2.33333333333333
SE001,2019-05-07T00:00:00,29.66,19.2420833333333,10.68,99.5,71.40125,33.38,1.129413,0,12.28,2.09133333333333,0,45,716,477,195,2.41666666666667
SE001,2019-05-08T00:00:00,25.56,19.6570833333333,14.55,92.6,71.39,43.46,0.913200104347826,0,14.5,3.61325,0,20,679,672,70,2.58333333333333
SE001,2019-05-09T00:00:00,27.02,19.9533333333333,14.85,95.4,75.6991666666667,50.32,0.557433654545454,0,11.47,2.51183333333333,0,16,726,624,73,2.45833333333333
SE001,2019-05-10T00:00:00,32.51,22.4454166666667,12.68,100,63.06125,27.21,1.1811951,0,10.9,1.24420833333333,0,183,186,619,441,3.33333333333333
SE001,2019-05-11T00:00:00,36.83,25.1445833333333,14.27,89.2,50.1745833333333,17.69,1.18379835,0,10.51,0.365583333333333,0,606,494,65,255,1.58333333333333
SE001,2019-05-12T00:00:00,37.34,26.345,15.8,74.48,43.09625,17.08,1.1861565,0,6.456,0.560458333333333,0,590,473,174,196,1.91666666666667
SE001,2019-05-13T00:00:00,38.73,25.8254166666667,14,79.2,41.5883333333333,10.06,1.21083465,0,9.07,0.785666666666667,0,191,637,323,280,2.625
SE001,2019-05-14T00:00:00,34.35,24.4708333333333,13.9,87.7,41.0245833333333,15.74,1.20333645,0,9,1.15145833333333,0,102,397,389,548,3.125
SE001,2019-05-15T00:00:00,36.49,24.4741666666667,12.88,85,46.0054166666667,18.26,1.1860206,0,12.52,2.2605,0,205,680,414,140,2.20833333333333
SE001,2019-05-16T00:00:00,31.94,22.9145833333333,14.04,93,52.4608333333333,24.24,1.2046311,0,16.26,4.19708333333333,0,31,693,494,221,2.58333333333333
SE001,2019-05-17T00:00:00,25.74,19.26625,12.55,59.44,38.6604166666667,19.77,1.0657854,0,16.9,3.40316666666667,0,221,26,127,1047,4
SE001,2019-05-18T00:00:00,25.8,19.2966666666667,13.8,54.69,36.6504166666667,20.18,1.1987652,0,18.24,3.73345833333333,0,170,30,173,1050,4
SE001,2019-05-19T00:00:00,27.09,19.73,15.22,84.8,47.1820833333333,23.38,1.07083395,0,16.69,3.471875,0,105,330,359,635,3.29166666666667
SE001,2019-05-20T00:00:00,30.07,20.5095833333333,11.8,99.9,57.3204166666667,16.18,1.22613285,0,13.9,2.27220833333333,0,45,380,733,281,3.04166666666667
SE001,2019-05-21T00:00:00,29.93,20.535,10.89,96.3,58.9070833333333,24.82,1.2119931,0,15.35,2.19570833333333,0,53,465,392,529,3.08333333333333
SE001,2019-05-22T00:00:00,33.67,22.8329166666667,12.54,95.7,54.85625,18.72,1.19039745,0,11.15,1.32691666666667,0,280,297,379,478,3.125
SE001,2019-05-23T00:00:00,34.07,24.1841666666667,13.73,93.3,50.3070833333333,19.83,1.12072485,0,12.91,1.76216666666667,0,115,465,455,402,3.04166666666667
SE001,2019-05-24T00:00:00,31.46,23.4083333333333,16.34,70.96,47.3454166666667,25.76,1.1781639,0,12.24,2.446875,0,155,402,303,569,3.125
SE001,2019-05-25T00:00:00,33.87,23.6158333333333,13.7,96.4,54.9745833333333,15.66,1.1988426,0,14.82,1.54920833333333,0,207,382,408,439,3.04166666666667
SE001,2019-05-26T00:00:00,34.48,23.9054166666667,14.27,97.9,55.0570833333333,18.88,1.19753805,0,9.74,1.57445833333333,0,94,421,574,342,3.04166666666667
SE001,2019-05-27T00:00:00,36.48,24.6470833333333,13.22,96.6,52.5958333333333,15.68,1.1905446,0,12.35,2.12954166666667,0,106,702,365,262,2.75
SE001,2019-05-28T00:00:00,36.42,25.5308333333333,14.95,92.2,52.9816666666667,20.69,1.18328085,0,12.84,1.86058333333333,0,93,464,369,508,3.04166666666667
SE001,2019-05-29T00:00:00,37.88,27.1533333333333,15.9,93.9,40.0270833333333,12.5,1.19275425,0,7.162,0.841208333333333,0,181,705,267,288,2.29166666666667
SE001,2019-05-30T00:00:00,34.83,25.4029166666667,14.68,85.4,42.41,19.6,1.2067818,0,7.903,0.806791666666667,0,287,623,187,341,2.375
SE001,2019-05-31T00:00:00,36.12,26.2679166666667,16.99,55.18,30.65,13.75,1.2398511,0,9.17,0.854583333333333,0,289,786,254,109,2
SE001,2019-06-01T00:00:00,37.37,26.42375,14.65,68.56,33.7620833333333,11.17,1.2454746,0,9,1.10041666666667,0,152,812,291,183,2.25
SE001,2019-06-02T00:00:00,38.56,26.68375,14.72,64.04,32.3141666666667,10.95,1.2243234,0,9.95,1.34041666666667,0,230,389,312,504,2.79166666666667
SE001,2019-06-03T00:00:00,36.56,25.5479166666667,13.77,83.1,39.9716666666667,12.13,1.197711,0,11.82,1.82308333333333,0,49,531,460,399,2.91666666666667
SE001,2019-06-04T00:00:00,31.36,23.28,14.48,90.6,55.5183333333333,31.47,1.2056025,0,15.7,3.43066666666667,0,44,802,405,189,2.33333333333333
SE001,2019-06-05T00:00:00,28.72,21.4816666666667,15.6,58.82,38.7808333333333,20.68,1.228314,0,15.14,3.02466666666667,0,153,125,263,886,3.83333333333333
SE001,2019-06-06T00:00:00,27.16,20.3091666666667,12.48,73.25,42.9075,15.61,1.237263,0,15.31,2.76683333333333,0,261,641,332,195,2.125
SE001,2019-06-07T00:00:00,30.34,22.0683333333333,16.48,77.96,40.0491666666667,15.08,1.25258325,0,11.01,1.64308333333333,0,316,333,221,562,3.16666666666667
SE001,2019-06-08T00:00:00,32.41,22.6145833333333,11.64,60.52,35.69375,16.56,1.153449,0,15.14,2.00058333333333,0,358,610,311,158,2.08333333333333
SE001,2019-06-09T00:00:00,30.92,22.4225,15.56,81.9,52.2904166666667,14.56,1.241691,0,14.36,3.47083333333333,0,13,864,466,94,2.04166666666667
SE001,2019-06-10T00:00:00,30.11,21.9429166666667,14.17,74.5,47.5945833333333,22.08,1.2438735,0,16.23,3.0715,0,98,457,381,501,3
SE001,2019-06-11T00:00:00,29.73,20.9675,12.04,97,55.9075,28.16,1.2261675,0,14.08,2.37670833333333,0,71,524,367,473,2.875
SE001,2019-06-12T00:00:00,32.48,22.1991666666667,12,98.1,60.1891666666667,22.8,1.207491,0,11.64,1.73783333333333,0,91,645,425,277,2.79166666666667
SE001,2019-06-13T00:00:00,30.58,22.6591666666667,13.73,96.9,53.2991666666667,21.17,1.126611,0,10.51,2.45425,0,66,649,544,184,2.54166666666667
SE001,2019-06-14T00:00:00,26.17,20.2204166666667,15.29,83.1,52.53625,27.33,1.2519675,0,15.63,3.7715,0,35,712,528,158,2.54166666666667
SE001,2019-06-15T00:00:00,30.99,20.84,10.28,95.7,53.6708333333333,21.59,1.2378585,0,10.83,1.42833333333333,0,137,423,404,470,3.125
SE001,2019-06-16T00:00:00,30.54,21.5545833333333,12.21,93.1,56.7245833333333,27.63,1.0323699,0,10.94,1.86204166666667,0,58,877,367,134,2.33333333333333
SE001,2019-06-17T00:00:00,31.09,21.8083333333333,11.4,99.4,58.5866666666667,29.93,1.233258,0,10.58,1.8745,0,50,837,408,148,2.5
SE001,2019-06-18T00:00:00,28.75,20.97875,13.8,97.6,69.615,44.46,1.2270075,0,13.51,2.67183333333333,0,44,651,587,158,2.54166666666667
SE001,2019-06-19T00:00:00,31.22,23.1491666666667,17.87,90,65.0295833333333,34.68,1.20353985,0,14.08,2.70966666666667,0,84,534,573,251,2.875
SE001,2019-06-20T00:00:00,28.82,22.5070833333333,16.31,87.4,62.1408333333333,39.81,1.10029836521739,0,13.65,3.48854166666667,0,18,896,501,23,2.04166666666667
SE001,2019-06-21T00:00:00,32.75,22.74,12.68,96.2,57.3075,25.21,1.244208,0.1,10.9,1.95483333333333,0,185,527,396,330,2.70833333333333
SE001,2019-06-22T00:00:00,33.94,23.98125,13.49,94.4,55.3991666666667,23.12,1.2351255,0,12.07,2.18658333333333,0,32,484,450,472,2.83333333333333
SE001,2019-06-23T00:00:00,32.99,23.8866666666667,15.02,92.8,59.7370833333333,32.58,1.138338,0,11.08,1.98770833333333,0,37,619,576,205,2.58333333333333
SE001,2019-06-24T00:00:00,30.44,23.9475,18.82,91.9,69.5133333333333,48.44,1.2375798,0,13.16,3.30291666666667,0,18,882,475,58,2.08333333333333
SE001,2019-06-25T00:00:00,33.12,24.535,17.43,95,64.1145833333333,29.25,1.238733,0,11.75,2.62529166666667,0,26,849,478,84,2.125
SE001,2019-06-26T00:00:00,32.31,24.8545833333333,18.85,94.7,66.1204166666667,35.61,1.18941345,0,15.45,2.43716666666667,0,45,690,535,168,2.33333333333333
SE001,2019-06-27T00:00:00,32.04,25.0516666666667,18.51,91.2,62.5808333333333,37.67,1.1839605,0,10.62,2.53354166666667,0,30,767,542,103,2.25
SE001,2019-06-28T00:00:00,36.01,27.16625,18.99,84.2,54.30125,30.35,1.1871795,0,10.48,1.9935,0,57,651,552,174,2.58333333333333
SE001,2019-06-29T00:00:00,36.69,27.5320833333333,19.36,91.6,57.8495833333333,25.79,1.18647,0,11.61,2.14966666666667,0,59,611,543,226,2.66666666666667
SE001,2019-06-30T00:00:00,30.21,24.18375,20.18,93.4,74.4691666666667,52.79,1.04013,0,10.8,2.81425,0,40,679,602,120,2.29166666666667
SE001,2019-07-01T00:00:00,32.68,24.7279166666667,19.12,95.1,67.535,39.07,1.2014835,0,12.17,2.987875,0,36,774,532,99,2.125
SE001,2019-07-02T00:00:00,20.96,19.274,17.84,92.4,83.286,74.28,0,0,7.867,2.2984,0,2,201,93,4,2
SE002,2019-01-01T00:00:00,19.21,10.1601666666667,4.388,94.2,76.2641666666667,40.66,0.4351542,0,12.6,3.05866666666667,0,78010,560,1930,5440,1.125
SE002,2019-01-02T00:00:00,18.26,9.08883333333333,2.279,99.8,85.25,53.7,0.44858295,0,13.5,3.19816666666667,0,77640,460,1600,6450,1.125
SE002,2019-01-03T00:00:00,17.21,11.121625,6.082,100,89.6608333333333,70.17,0.4198872,0.2,13.5,4.07295833333333,0,85680,70,80,110,1
SE002,2019-01-04T00:00:00,17.75,10.6964166666667,5.744,98.9,83.17375,59.4,0.4271049,0,12.6,4.46479166666667,0,85760,90,20,160,1
SE002,2019-01-05T00:00:00,18.02,9.55120833333333,3.367,98.9,77.5333333333333,41.35,0.4570317,0,16.2,4.48279166666667,0,81980,30,30,3970,1.125
SE002,2019-01-06T00:00:00,18.97,8.84766666666667,2.281,96.1,78.0291666666667,33.51,0.4602009,0,10.35,3.370375,0,74510,230,820,10440,1.375
SE002,2019-01-07T00:00:00,17.35,8.10775,1.201,98.8,76.2720833333333,36.69,0.45119685,0.1,11.7,2.58225,0,79650,30,70,6250,1.25
SE002,2019-01-08T00:00:00,17.85,8.349375,1.327,94.6,76.4591666666667,46.77,0.4476054,0,15.75,3.31758333333333,0,79780,270,310,5490,1.125
SE002,2019-01-09T00:00:00,19.93,9.075875,2.791,96.1,74.9216666666667,33.7,0.45112365,0,11.7,3.45270833333333,0,68720,760,2620,14000,1.5
SE002,2019-01-10T00:00:00,17.41,9.12470833333333,2.926,97.5,71.3916666666667,34.33,0.4699266,0.1,17.55,4.53145833333333,0,85910,50,10,20,1
SE002,2019-01-11T00:00:00,14.34,8.57295833333333,3.299,69.1,44.4129166666667,23.62,0.48861705,0,23.4,7.16645833333333,0,82320,1220,1790,890,1
SE002,2019-01-12T00:00:00,15.95,9.139625,4.116,65.62,50.84625,41.89,0.48200025,0,23.4,7.23208333333333,0,84130,1960,100,30,1
SE002,2019-01-13T00:00:00,17.89,8.63925,1.47,88.3,63.58,32.21,0.4901283,0,22.5,5.25716666666667,0,83630,1320,40,1280,1
SE002,2019-01-14T00:00:00,19.11,8.64308333333333,2.143,95.7,75.86125,39.95,0.48373275,0,12.15,3.47695833333333,0,67380,4530,5600,8450,1.41666666666667
SE002,2019-01-15T00:00:00,14.13,7.93079166666666,3.129,100,92.5475,76.08,0.26375445,0,10.8,2.1335,0,83270,30,60,2640,1
SE002,2019-01-16T00:00:00,18.12,10.50725,5.238,99.8,86.8904166666667,60.66,0.40817925,0,11.25,2.888,0,75940,1800,5770,2680,1.20833333333333
SE002,2019-01-17T00:00:00,17.41,10.8148333333333,5.945,98.6,83.8341666666667,57.77,0.30944655,0,9.45,2.52570833333333,0,85580,150,380,10,1
SE002,2019-01-18T00:00:00,17.04,10.4827916666667,4.014,97.8,78.0229166666667,47.78,0.45751635,0.3,13.5,3.517375,0,62380,1300,3830,18540,1.75
SE002,2019-01-19T00:00:00,14.78,11.3145833333333,9.17,100,98.3,92.9,0.1571589,11.9,17.1,3.93458333333333,0,63840,3170,6030,13360,1.375
SE002,2019-01-20T00:00:00,18.06,13.4210833333333,7.509,100,81.63875,55.43,0.510462,0.1,21.15,7.65416666666666,0,60130,6920,5750,13420,1.625
SE002,2019-01-21T00:00:00,17.21,9.38791666666667,2.995,100,83.7495833333333,50.93,0.5025882,0.1,12.15,2.329375,0,81180,820,1020,2870,1
SE002,2019-01-22T00:00:00,14.74,9.40166666666667,3.027,99.8,83.7175,63.17,0.4012734,0,22.5,5.833125,0,77680,2990,1970,3490,1.125
SE002,2019-01-23T00:00:00,17.68,13.3708333333333,9.98,95.1,79.27375,62.04,0.41600775,0,31.05,9.449875,0,78340,4080,1810,1840,1
SE002,2019-01-24T00:00:00,21.08,14.2775,9.58,100,85.5658333333333,57.55,0.45933975,0,14.4,4.80129166666667,0,84460,700,370,230,1
SE002,2019-01-25T00:00:00,21.28,13.5741666666667,8.25,100,82.2529166666667,42.92,0.53597955,0.1,20.25,4.952875,0,85320,490,0,0,1
SE002,2019-01-26T00:00:00,20.78,12.816125,6.897,100,81.3895833333333,48.83,0.5439786,0,18,4.76966666666667,0,85480,200,70,30,1
SE002,2019-01-27T00:00:00,17.58,11.85375,7.271,100,84.5158333333333,52.08,0.5466549,0.3,21.6,6.01404166666667,0,84710,860,180,120,1
SE002,2019-01-28T00:00:00,17.68,10.6652083333333,4.626,99.8,82.7983333333333,58.64,0.54183225,0,23.4,6.51458333333333,0,74290,2830,1810,7050,1.25
SE002,2019-01-29T00:00:00,16.76,11.4129166666667,7.577,100,85.4666666666667,64.29,0.3342426,0.1,26.1,6.89041666666667,0,82110,1050,860,740,1
SE002,2019-01-30T00:00:00,13.25,11.3991666666667,8.72,99.7,91.3770833333333,76.6,0.1802334,2.7,22.5,5.68508333333333,0,85860,410,100,10,1
SE002,2019-01-31T00:00:00,17.31,13.9220833333333,12.33,98.2,91.5445833333333,72.12,0.33064755,5.2,31.5,12.8139583333333,0,64020,6220,14640,1410,1.58333333333333
SE002,2019-02-01T00:00:00,15.62,12.6492916666667,7.202,98.4,81.74375,59.6,0.474852,20.9,40.05,14.92275,0,81280,1770,1260,1630,1
SE002,2019-02-02T00:00:00,13.99,9.23625,4.352,90,69.1683333333334,41.87,0.60709545,0,25.65,9.73291666666667,0,61220,3340,3310,18220,1.625
SE002,2019-02-03T00:00:00,13.82,6.511625,0.28,96.1,74.16125,42,0.6064005,0,19.35,3.70241666666667,0,70560,1040,3420,10890,1.125
SE002,2019-02-04T00:00:00,15.78,8.06633333333333,1.905,85.9,62.375,31.82,0.62093445,0,21.15,7.203875,0,85320,10,20,610,1
SE002,2019-02-05T00:00:00,19.18,9.762,3.503,84.7,66.9375,35.43,0.6088164,0,16.2,4.641,0,85620,60,20,380,1
SE002,2019-02-06T00:00:00,19.89,10.685375,4.761,87.3,72.2479166666667,42.11,0.59787435,0,15.3,3.71083333333333,0,84290,120,90,1330,1
SE002,2019-02-07T00:00:00,20.1,10.889625,4.625,96.2,78.7825,50.9,0.6055443,0,14.4,3.25308333333333,0,80190,90,2230,3380,1.125
SE002,2019-02-08T00:00:00,18.63,9.67691666666667,3.435,97.4,82.4675,53.31,0.61525635,0,11.7,3.06841666666667,0,82670,20,3090,100,1.08333333333333
SE002,2019-02-09T00:00:00,16.36,8.11470833333333,2.823,100,93.3083333333334,68.43,0.5051838,0.3,14.4,2.560625,0,84640,30,190,1180,1
SE002,2019-02-10T00:00:00,17.79,9.31745833333333,3.912,100,90.9733333333333,62.88,0.454533,0.2,16.65,3.10716666666667,0,85670,120,270,80,1
SE002,2019-02-11T00:00:00,20.37,13.6304166666667,9.81,99.1,83.2054166666667,47.94,0.5834196,0,10.8,2.28870833333333,0,85430,0,50,630,1
SE002,2019-02-12T00:00:00,21.01,12.6270833333333,6.217,91.5,75.5404166666667,44.48,0.6292059,0,16.65,4.714,0,85790,40,0,0,1
SE002,2019-02-13T00:00:00,19.04,12.0517916666667,6.761,92.1,74.0495833333333,45.63,0.6586494,0,14.4,4.46725,0,85850,0,10,20,1
SE002,2019-02-14T00:00:00,21.08,11.8380833333333,5.675,93.8,73.9708333333333,38.9,0.67302045,0,16.65,5.17379166666667,0,82360,2680,940,10,1
SE002,2019-02-15T00:00:00,19.86,11.8035833333333,5.877,93.3,75.05625,46.31,0.64467165,0,23.4,7.005,0,85930,0,0,40,1
SE002,2019-02-16T00:00:00,19.55,11.9975,7.775,91,76.52625,47.16,0.4365432,0,12.15,3.92491666666667,0,84120,20,30,1810,1
SE002,2019-02-17T00:00:00,19.99,11.6744166666667,5.537,92.3,74.79,49,0.64225515,0,19.35,5.87891666666667,0,85580,150,90,20,1
SE002,2019-02-18T00:00:00,17.92,12.4364583333333,7.439,97.4,79.20625,56.36,0.2807961,0,18,3.91366666666667,0,86270,0,0,0,1
SE002,2019-02-19T00:00:00,19.08,13.2091666666667,9.27,98.1,81.3929166666667,49.35,0.47850135,0.2,9.9,1.92316666666667,0,85170,40,10,640,1
SE002,2019-02-20T00:00:00,19.79,11.725,5.911,97.9,79.5129166666667,45.46,0.63728445,0.1,14.85,3.18191666666667,0,85170,10,10,600,1
SE002,2019-02-21T00:00:00,20.64,12.181375,6.557,92.5,73.5341666666667,39.61,0.6558483,0,13.95,4.653125,0,85810,10,0,0,1
SE002,2019-02-22T00:00:00,22,12.6637916666667,6.149,92.2,71.005,35.16,0.683535,0,14.4,4.2795,0,85950,0,0,0,1
SE002,2019-02-23T00:00:00,22.88,13.2920833333333,6.047,92.1,63.4125,25.49,0.6591633,0,18,5.16954166666667,0,85910,10,0,30,1
SE002,2019-02-24T00:00:00,23.87,14.1032916666667,6.319,82.6,59.49625,28.48,0.72582885,0,18.9,4.34029166666667,0,85600,40,20,260,1
SE002,2019-02-25T00:00:00,22.78,13.5067916666667,6.659,86.7,61.9216666666667,30.68,0.73985265,0,16.2,5.36716666666667,0,83590,1000,960,280,1
SE002,2019-02-26T00:00:00,23.09,13.2034166666667,5.846,89,56.7445833333333,24.51,0.7614879,0,18.9,5.89345833333333,0,68710,11400,4920,1010,1.16666666666667
SE002,2019-02-27T00:00:00,22.13,12.6500416666667,4.623,74.49,50.9433333333333,22.63,0.7134291,0,13.95,4.488875,0,81740,1080,760,2360,1
