COD_EST,FECHA,T_MAX,T_MED,T_MIN,H_R_MAX,H_R_MED,H_R_MIN,RADIACION,LLUVIA,LLUVIA_MIN,V_MAX,V_MED,V_MIN,CV1,CV2,CV3,CV4,DIRECCION,HORAS,H_T,H_HR,H_R,H_LL,H_TS,H_V,H_D,CALCULOS,MTMEN0,MTMEN7,MTMA30,MVMA50,T_S_MED,T_S_MAX,T_S_MIN
MA002,2008-05-23T00:00:00,30.48,23.25375,15.4,72.6,50.00166,33.81,27.41112,0,0,18.51,5.508791,,433,21,370,614,4,24,24,24,24,24,0,24,24,1,0,0,40,0,,,
MA002,2008-05-24T00:00:00,26.76,21.07166,14.74,84.1,48.3925,25.88,29.29866,0,0,20.61,5.599417,,611,110,107,613,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-05-25T00:00:00,23.19,18.17417,14.54,66.95,51.51666,39.83,21.75909,0,0,24.55,5.110457,,353,228,496,363,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-05-26T00:00:00,26.18,17.63625,7.87,85.4,53.05375,28.82,20.12967,0,0,21.92,5.003874,,313,32,360,732,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-05-27T00:00:00,23.39,17.95584,12.86,71.2,52.64958,32.51,17.51118,0,0,21.4,5.437917,,144,43,779,470,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-05-28T00:00:00,24.3,18.39833,12.61,94.9,58.64917,30.87,27.22984,3.3,240,18.24,4.563667,,254,8,292,882,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-05-29T00:00:00,27.96,19.58333,10.01,85.9,57.56875,34.07,26.19132,0,0,19.3,4.623291,,285,128,413,612,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-05-30T00:00:00,24.99,18.60084,15,93,73.97917,45.96,13.70091,2.2,180,19.3,3.28475,,165,178,526,568,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-05-31T00:00:00,25.38,18.58083,11.21,91.6,61.22292,31.5,17.88092,0.1,60,21.92,3.994333,,187,94,509,646,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-06-01T00:00:00,27.32,19.39958,10.68,85.3,54.92958,29.85,21.12326,0,0,20.08,4.800875,,196,38,509,694,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-06-02T00:00:00,30.62,21.48708,12.41,80,49.51625,24.24,30.81517,0,0,20.61,4.826708,,366,45,520,502,3,24,24,24,24,24,0,24,24,1,0,0,20,0,,,
MA002,2008-06-03T00:00:00,28.03,21.91792,16.51,65.98,48.79625,31.62,26.61149,0,0,18.51,5.984083,,395,445,285,314,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-06-04T00:00:00,26.11,19.58375,11.94,86.1,67.40085,44.56,29.00942,0,0,20.87,5.327375,,640,415,55,327,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-06-05T00:00:00,33.67,23.45917,12.6,90.8,52.5325,18.92,30.401,0,0,20.61,4.719165,,331,202,236,673,4,24,24,24,24,24,0,24,24,1,0,0,310,0,,,
MA002,2008-06-06T00:00:00,27.83,22.58208,16.58,87.9,59.08,40.56,29.86135,0,0,18.77,6.471626,,440,671,163,169,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-06-07T00:00:00,28.05,21.29792,15.53,89.5,63.82334,34.4,30.36037,0,0,19.82,5.290041,,436,594,289,117,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-06-08T00:00:00,27.24,19.99333,11.68,88.5,62.24875,29.22,30.55772,0,0,19.56,5.418583,,442,540,94,361,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-06-09T00:00:00,25.64,19.95958,13.67,90.6,65.92625,42.8,17.30887,0,0,21.14,4.332583,,106,778,288,268,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-06-10T00:00:00,26.18,21.19792,17.05,85,65.28251,45.53,27.38718,0,0,19.82,6.101166,,424,965,47,1,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-06-11T00:00:00,28.83,20.385,12.86,89.1,67.82084,39.72,30.09926,0,0,22.19,4.703167,,531,455,78,375,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-06-12T00:00:00,34.11,19.28281,13.74,90.4,64.34273,35.21,24.59746,0,0,19.8,4.290546,,33640,10347,315,578,1,22,16,22,22,22,10,22,22,0,0,180,227,0,31.627,,
MA002,2008-06-13T00:00:00,34.13,26.78808,17.35,87.2,52.58709,22.19,29.73511,0,0,15.75,3.021584,,39590,15260,6560,24990,1,24,21,24,24,24,19,24,24,1,0,0,423,0,27.57842,34.24,23.39
MA002,2008-06-14T00:00:00,49.73,22.32462,0,77.72,51.45667,28.01,29.34553,0,0,20.25,3.702292,,39440,9240,7230,30470,1,24,21,24,24,24,19,24,24,1,0,300,751,0,28.16263,34.44,24
MA002,2008-06-15T00:00:00,34.46,19.8975,0,83.4,46.43126,10,30.19927,0,0,16.65,3.136875,,33440,14100,9570,29280,1,24,24,24,24,24,17,24,24,1,0,480,962,0,27.92706,33.92,24.15
MA002,2008-06-16T00:00:00,28.21,11.46375,0,52.24,36.27501,19.46,29.37642,0,0,19.35,5.157,,31360,2570,11520,40810,4,24,24,24,24,24,17,24,24,1,0,780,5,0,29.45353,34.49,26.63
MA002,2008-06-17T00:00:00,33.82,16.89458,0,74.09,42.10708,15.06,30.48056,0,0,15.75,3.5835,,35480,2170,12920,35800,4,24,24,24,24,24,16,24,24,1,0,600,440,0,29.06625,34.09,26.27
MA002,2008-06-18T00:00:00,29.67,22.93791,15.24,89.5,55.01918,28.82,30.24977,0,0,15.3,3.151625,,43330,18480,5050,19540,1,24,24,24,24,24,18,24,24,1,0,0,0,0,29.39056,34.99,26.03
MA002,2008-06-19T00:00:00,31.17,22.86792,14.11,74.5,49.02917,24.01,29.61258,0,0,20.25,3.576333,,37320,11240,5720,32110,1,24,24,24,24,24,18,24,24,1,0,0,128,0,28.77167,34.57,25.21
MA002,2008-06-20T00:00:00,30.46,23.14083,15.31,76.35,49.31084,23.56,29.53651,0,0,20.7,3.609875,,37650,13230,9120,26400,1,24,24,24,24,24,19,24,24,1,0,0,34,0,29.05052,34.74,25.31
MA002,2008-06-21T00:00:00,31.44,23.32667,13.88,79.64,46.83209,13.43,30.14723,0,0,17.1,3.43825,,40080,14530,7970,23810,1,24,24,24,24,24,17,24,24,1,0,0,325,0,28.26941,33.32,24.92
MA002,2008-06-22T00:00:00,31.54,23.62666,14.25,76.08,51.75041,24.9,27.91187,0,0,16.65,3.128875,,39880,17910,6030,22570,1,24,24,24,24,24,17,24,24,1,0,0,269,0,28.58706,33.76,25.16
MA002,2008-06-23T00:00:00,32.83,24.91084,18.13,80.6,55.89292,26.02,25.88042,0,0,18,2.613125,,40600,17420,11760,16490,1,24,24,24,24,24,17,24,24,1,0,0,286,0,29.54941,34.6,26.6
MA002,2008-06-24T00:00:00,37.52,26.10333,17.42,85.2,50.55583,10,30.24058,0,0,15.3,3.953541,,35470,5410,24840,20630,1,24,24,24,24,24,15,24,24,1,0,0,512,0,28.82267,33.74,26.02
MA002,2008-06-25T00:00:00,33.99,25.11792,14.83,87.6,46.49625,10.85,29.44357,0,0,16.2,3.136459,,36980,14180,12900,22340,1,24,24,24,24,24,16,24,24,1,0,0,510,0,29.28563,34.05,26.08
MA002,2008-06-26T00:00:00,33.51,25.55125,15.89,67.27,44.59666,23.8,28.58548,0,0,18,3.484625,,39810,13360,5300,27930,1,24,24,24,24,24,17,24,24,1,0,0,527,0,29.93529,35,26.51
MA002,2008-06-27T00:00:00,33.45,25.13541,16.19,76.89,52.12083,23.82,29.07157,0,0,20.7,4.091249,,39620,10230,9610,26930,1,24,24,24,24,24,17,24,24,1,0,0,448,0,29.86412,34.74,26.56
MA002,2008-06-28T00:00:00,32.67,25.39667,17.04,82.4,54.67083,27.36,28.93459,0,0,15.3,3.641875,,37900,17200,4980,26320,1,24,24,24,24,24,17,24,24,1,0,0,473,0,29.97824,34.95,26.82
MA002,2008-06-29T00:00:00,32.4,25.33542,17.28,80.9,54.22209,28.2,28.68255,0,0,18,3.559375,,40840,13040,6140,26380,1,24,24,24,24,24,17,24,24,1,0,0,465,0,30.11176,34.73,27.03
MA002,2008-06-30T00:00:00,33.04,25.59708,17.15,79.25,50.45917,21.26,27.39378,0,0,17.55,3.643583,,42040,18900,6620,18820,1,24,24,24,24,24,16,24,24,1,0,0,421,0,29.92375,34.37,27.11
MA002,2008-07-01T00:00:00,34.36,25.66959,16.33,76.42,44.04208,16.71,29.26662,0,0,18.45,3.091542,,38660,14090,7890,25760,1,24,24,24,24,24,16,24,24,1,0,0,523,0,29.77312,34.33,26.7
MA002,2008-07-02T00:00:00,34.41,24.82833,16.46,76.13,54.67208,26.61,27.95042,0,0,19.35,3.817583,,37300,6760,17990,24340,1,24,24,24,24,24,17,24,24,1,0,0,403,0,29.95294,34.89,26.73
MA002,2008-07-03T00:00:00,35.04,28.43083,20.78,71.41,24.20709,10,30.14056,0,0,21.15,4.848541,,24750,2570,15970,43030,4,24,24,24,24,24,16,24,24,1,0,0,579,0,30.26812,34.9,27.64
MA002,2008-07-04T00:00:00,31.72,25.57001,17.72,86,50.71584,20.25,28.31114,0,0,17.1,4.154959,,45580,20300,7990,12520,1,24,24,24,24,24,15,24,24,1,0,0,303,0,30.23934,34,27.66
MA002,2008-07-05T00:00:00,32.43,25.5925,18.64,88.3,61.64999,37.26,27.9834,0,0,21.15,3.580208,,42160,10130,12330,21780,1,24,24,24,24,24,16,24,24,1,0,0,427,0,30.43313,34.8,27.66
MA002,2008-07-06T00:00:00,36.71,29.325,21.02,71.49,35.23417,13.31,29.28882,0,0,18.45,4.476626,,30860,3520,13370,38500,4,24,24,24,24,24,14,24,24,1,0,0,656,0,30.51,34.73,28.61
MA002,2008-07-07T00:00:00,37.32,29.16209,21.49,36.27,19.71458,10,29.74113,0,0,14.85,4.362417,,23970,1810,17450,43140,4,24,24,24,24,24,13,24,24,1,0,0,670,0,30.46077,33.97,28.32
MA002,2008-07-08T00:00:00,30.91,24.82,16.94,85.2,55.68166,32.51,27.89498,0,0,18,4.201334,,44380,17740,9680,14590,1,24,24,24,24,24,16,24,24,1,0,0,189,0,30.8825,34.8,28.1
MA002,2008-07-09T00:00:00,31.04,25.27583,18.74,90.1,68.37208,43.84,24.90846,0,0,18,3.520625,,42640,14660,14940,14150,1,24,24,24,24,24,15,24,24,1,0,0,256,0,30.70133,34.12,28.52
MA002,2008-07-10T00:00:00,30.13,24.52875,17.86,91,70.44374,49.69,27.91065,0,0,18.45,3.597834,,47130,10510,10230,18510,1,24,24,24,24,24,17,24,24,1,0,0,5,0,30.58353,34.94,27.7
MA002,2008-07-11T00:00:00,39.4,29.94542,18.51,88.7,35.24083,10,30.00322,0,0,20.7,3.876666,,22510,3950,20520,39370,4,24,24,24,24,24,13,24,24,1,0,0,811,0,29.44923,34.44,27.22
MA002,2008-07-12T00:00:00,36.88,29.97667,24.17,47.97,27.55125,12.11,26.22203,0,0,18,4.713583,,27730,2550,15070,40990,4,24,24,24,24,24,14,24,24,1,0,0,634,0,31.91714,34.3,29.98
MA002,2008-07-13T00:00:00,29.48,24.88458,19.69,86.4,50.54833,24.02,24.83439,0,0,18.45,4.451792,,35690,17620,24210,8880,1,24,24,24,24,24,17,24,24,1,0,0,0,0,31.07,34.95,28.39
MA002,2008-07-14T00:00:00,31.69,26.05875,21.69,88.9,60.82792,35.48,27.59932,0,0,17.1,3.659042,,53690,28400,1620,2670,1,24,24,24,24,24,15,24,24,1,0,0,291,0,31.07933,34.1,29.44
MA002,2008-07-15T00:00:00,30.2,23.98125,19.49,79.48,62.36417,35.21,22.09956,0,0,23.85,2.765958,,38450,33760,4470,9710,1,24,24,24,24,24,17,24,24,1,0,0,6,0,30.78235,34.6,28.76
MA002,2008-07-16T00:00:00,31.39,24.63917,18.91,75.12,56.71542,31.49,24.13527,0,0,17.1,3.262208,,33240,25130,13660,14350,1,24,24,24,24,24,17,24,24,1,0,0,99,0,30.3947,34.46,27.82
MA002,2008-07-17T00:00:00,32.17,25.01125,18.17,86.1,62.08292,35.84,26.74622,0,0,15.75,3.382833,,44290,14800,11490,15790,1,24,24,24,24,24,15,24,24,1,0,0,265,0,29.932,33.95,27.48
MA002,2008-07-18T00:00:00,30.64,25.09,18.51,85.8,63.00874,41.24,26.78439,0,0,15.3,2.815792,,33690,27480,7750,17480,1,24,24,24,24,24,16,24,24,1,0,0,125,0,30.44937,34.65,27.82
MA002,2008-07-19T00:00:00,32.54,26.14125,19.97,81.3,57.66542,31.96,25.95243,0,0,18.45,3.28925,,38390,19390,13200,15420,1,24,24,24,24,24,16,24,24,1,0,0,437,0,30.8175,34.78,28.3
MA002,2008-07-20T00:00:00,35.62,27.11709,20.48,79.17,51.90458,20.36,25.08348,0,0,18.9,3.001125,,39880,9730,16570,19960,1,24,24,24,24,24,15,24,24,1,0,0,502,0,31.00067,34.85,28.8
MA002,2008-07-21T00:00:00,40.08,27.60625,19.7,80.8,49.85251,12.18,26.85847,0,0,24.75,4.388458,,36350,5380,17260,27390,1,24,24,24,24,24,15,24,24,1,0,0,537,0,30.92,34.84,28.35
MA002,2008-07-22T00:00:00,31.08,25.64458,22.04,91.8,71.20709,49.29,21.3417,0,0,16.2,3.692292,,47650,20990,7300,10440,1,24,24,24,24,24,17,24,24,1,0,0,121,0,31.52353,34.95,29.74
MA002,2008-07-23T00:00:00,32.27,26.07625,20.14,87.3,60.99708,31.7,27.23743,0,0,16.65,3.843625,,48310,19930,7990,10170,1,24,24,24,24,24,16,24,24,1,0,0,354,0,30.86687,34.8,28.51
MA002,2008-07-24T00:00:00,37.66,29.245,19.83,85.9,43.73668,10,27.64433,0,0,16.65,1.6305,,32950,15800,19320,18300,1,24,24,24,24,24,13,24,24,1,0,0,744,0,30.35231,33.93,28.33
MA002,2008-07-25T00:00:00,37.46,29.70542,19.87,39.77,23.95458,13.13,29.16463,0,0,18.45,4.19625,,27350,5660,17010,36320,4,24,24,24,24,24,13,24,24,1,0,0,718,0,30.72154,34.65,28.88
MA002,2008-07-26T00:00:00,39.13,31.77708,23.67,49.23,30.51958,12.72,28.68783,0,0,17.55,4.2325,,26820,2100,17080,40310,4,24,24,24,24,24,12,24,24,1,0,0,867,0,31.85417,34.36,30.45
MA002,2008-07-27T00:00:00,37.54,28.76666,21.84,72.56,39.02041,18.02,28.6672,0,0,16.65,4.244209,,43810,8410,18870,15290,1,24,24,24,24,24,13,24,24,1,0,0,626,0,32.38077,34.99,30.24
MA002,2008-07-28T00:00:00,35.2,27.20667,19.33,77.48,51.5625,19.81,28.4659,0,0,18,3.550249,,44240,6070,13480,22560,1,24,24,24,24,24,14,24,24,1,0,0,625,0,31.26786,34.46,28.87
MA002,2008-07-29T00:00:00,31.36,25.36125,17.96,91.3,67.28333,42.42,27.85907,0,0,23.85,4.005167,,49910,13260,5800,17280,1,24,24,24,24,24,15,24,24,1,0,0,359,0,30.90333,34.18,28.5
MA002,2008-07-30T00:00:00,31.49,25.02625,18.17,91.8,65.61959,42.22,27.11918,0.1,60,19.35,3.787166,,39010,10480,12990,23810,1,24,24,24,24,24,15,24,24,1,0,0,380,0,30.26,33.81,27.9
MA002,2008-07-31T00:00:00,39.67,29.32459,17.11,85.6,36.59792,10,28.90445,0,0,14.4,1.960958,,16440,3240,24050,42630,4,24,24,24,24,24,13,24,24,1,0,0,784,0,29.31,34.55,26.86
MA002,2008-08-01T00:00:00,39.16,31.50208,22.69,39.66,24.50584,10.89,28.39577,0,0,17.1,3.221874,,23320,5610,19070,38290,4,24,24,24,24,24,12,24,24,1,0,0,789,0,31.555,34.64,30.16
MA002,2008-08-02T00:00:00,31.25,26.29292,18.41,79.4,58.09167,29.99,23.29446,0,0,18,3.769417,,46200,22630,8160,9410,1,24,24,24,24,24,16,24,24,1,0,0,212,0,32.065,34.8,29.63
MA002,2008-08-03T00:00:00,32.65,27.39166,22.9,85.4,64.96208,40.6,26.01157,0,0,18.45,3.486958,,44200,32030,7390,2780,1,24,24,24,24,24,14,24,24,1,0,0,420,0,31.91643,34.35,30.24
MA002,2008-08-04T00:00:00,35.51,27.05083,18.72,89,56.61917,23.71,26.19851,0,0,15.3,1.998583,,41690,13660,8010,23040,1,24,24,24,24,24,14,24,24,1,0,0,549,0,30.96571,34.31,28.66
MA002,2008-08-05T00:00:00,36.49,27.27167,18.34,82,51.26125,15.5,27.12964,0,0,16.2,2.297667,,41810,13330,9340,21890,1,24,24,24,24,24,14,24,24,1,0,0,550,0,30.82143,34.32,28.46
MA002,2008-08-06T00:00:00,33.57,26.56,18.24,76,53.88625,32.27,26.79083,0,0,20.7,3.233625,,45120,11690,10640,18930,1,24,24,24,24,24,14,24,24,1,0,0,502,0,30.67143,33.99,28.32
MA002,2008-08-07T00:00:00,40.66,30.32458,19.16,75.28,34.75209,10,27.80209,0,0,14.4,1.174958,,27300,2490,13510,43060,4,24,24,24,24,24,12,24,24,1,0,0,793,0,30.205,33.69,28.33
MA002,2008-08-08T00:00:00,39.16,28.66917,20.45,86.6,36.29584,10,28.33864,0,0,20.25,3.153917,,35990,10240,18810,21340,1,24,24,24,24,24,14,24,24,1,0,0,549,0,31.70643,34.44,29.45
MA002,2008-08-09T00:00:00,33.02,25.85375,19.36,84,62.51917,42.46,23.6501,0,0,15.75,2.019333,,35720,14870,14590,21220,1,24,24,24,24,24,14,24,24,1,0,0,392,0,31.27428,34.14,29.65
MA002,2008-08-10T00:00:00,32.72,25.79917,19.46,89.1,69.49876,45.8,26.12078,0,0,18,1.336083,,36700,18620,6880,24190,1,24,24,24,24,24,15,24,24,1,0,0,364,0,31.186,34.65,28.9
MA002,2008-08-11T00:00:00,39,28.555,18.92,90.6,50.68166,12.77,26.55832,0,0,12.15,0.783125,,33690,13650,17100,21900,1,24,24,24,24,24,13,24,24,1,0,0,744,0,30.41,34.13,28.42
MA002,2008-08-12T00:00:00,39.57,31.03708,22.79,49.87,29.97458,12.36,26.71335,0,0,15.3,1.286083,,26780,8170,16260,35130,4,24,24,24,24,24,12,24,24,1,0,0,820,0,31.1325,33.99,29.82
MA002,2008-08-13T00:00:00,38.8,29.35667,23.61,77.48,42.425,13.47,25.94795,0,0,18.45,3.089333,,34890,13220,22660,15610,1,24,24,24,24,24,14,24,24,1,0,0,606,0,32.39643,34.98,30.38
MA002,2008-08-14T00:00:00,35.64,29.24583,22.93,83.4,52.29625,10,22.23798,0,0,14.85,1.110375,,35000,20900,10220,20230,1,24,24,24,24,24,13,24,24,1,0,0,679,0,32.26385,34.05,30.86
MA002,2008-08-15T00:00:00,36.53,27.89583,21.17,65.55,29.3375,10,27.0412,0,0,17.55,3.562208,,34860,11150,15880,24500,1,24,24,24,24,24,15,24,24,1,0,0,409,0,31.53333,34.69,29.22
MA002,2008-08-16T00:00:00,32.62,24.73541,15.52,79.85,54.47292,31.32,25.46809,0,0,15.75,1.343583,,27330,15690,9450,33910,4,24,24,24,24,24,15,24,24,1,0,0,280,0,29.942,34.51,27.07
MA002,2008-08-17T00:00:00,35,28.6275,22.83,64.52,40.31834,23.85,25.82406,0,0,14.85,1.96,,41540,16030,13400,15360,1,24,24,24,24,24,14,24,24,1,0,0,530,0,31.18286,34.39,29.45
MA002,2008-08-18T00:00:00,32.31,25.18292,17.94,91.7,64.16417,34.26,25.6351,0,0,17.55,1.695292,,43330,19340,5370,18350,1,24,24,24,24,24,15,24,24,1,0,0,369,0,30.598,34.09,28.11
MA002,2008-08-19T00:00:00,39.13,28.76459,18.72,92.6,46.77375,12.17,25.75006,0.1,60,12.15,0.756875,,28740,5870,16480,35270,4,24,24,24,24,24,13,24,24,1,0,0,726,0,29.96769,34.18,27.95
MA002,2008-08-20T00:00:00,34.63,25.19416,17.06,88.6,47.77374,15.4,26.13079,0,0,19.8,2.70075,,36700,13180,15030,21480,1,24,24,24,24,24,15,24,24,1,0,0,351,0,30.37667,33.98,27.44
MA002,2008-08-21T00:00:00,32.21,25.50042,19.5,91.6,71.09125,45.32,19.29914,0,0,13.95,1.393958,,42220,16900,15250,12030,1,24,24,24,24,24,17,24,24,1,0,0,237,0,30.98647,34.81,28.74
MA002,2008-08-22T00:00:00,33.74,26.58667,22.66,88.2,69.33958,41.29,21.93707,0,0,13.5,1.25125,,46810,17340,12280,9680,1,24,24,24,24,24,15,24,24,1,0,0,362,0,31.016,34.02,29.28
MA002,2008-08-23T00:00:00,32.55,25.58875,18.85,94.4,72.01377,41.68,20.95771,0,0,12.6,1.012917,,42340,18310,10720,15020,1,24,24,24,24,24,16,24,24,1,0,0,374,0,30.62937,34.11,28.24
MA002,2008-08-24T00:00:00,33.13,25.74083,18.95,92.1,65.38792,34.17,24.63569,0,0,6.75,0.455125,,42330,16700,7130,20240,1,24,24,24,24,24,16,24,24,1,0,0,382,0,30.53125,34.76,27.81
MA002,2008-08-25T00:00:00,32.1,25.09542,17.77,84.1,61.57084,37.48,24.85659,0,0,9,0.61125,,38030,10560,7090,30720,1,24,24,24,24,24,15,24,24,1,0,0,404,0,29.924,33.78,27.46
MA002,2008-08-26T00:00:00,33.3,26.1,19.12,80.3,56.63625,31.27,24.34813,0,0,4.5,0.2564166,,23050,27150,7610,28590,4,24,24,24,24,24,15,24,24,1,0,0,504,0,30.13,34.7,27.74
MA002,2008-08-27T00:00:00,31.73,25.4925,19.12,87.8,63.95041,36.12,23.98205,0,0,6.75,0.2297083,,19030,35020,18020,14330,2,24,24,24,24,24,16,24,24,1,0,0,369,0,30.76375,34.98,28.03
MA002,2008-08-28T00:00:00,30.27,24.85708,20.04,85,70.00666,51.4,18.29041,0,0,9.45,0.3508333,,13840,39630,21840,11090,2,24,24,24,24,24,18,24,24,1,0,0,3,0,30.92278,34.63,28.42
MA002,2008-08-29T00:00:00,29.99,25.07542,20.21,84.4,67.39498,46.1,21.02122,0,0,7.65,0.47825,,28880,35500,9440,12580,2,24,24,24,24,24,17,24,24,1,0,0,0,0,30.29471,34.01,27.9
MA002,2008-08-30T00:00:00,31.19,24.70541,17.66,90,64.99001,43.19,18.25778,0,0,7.65,0.431125,,33440,13480,11920,27550,1,24,24,24,24,24,19,24,24,1,0,0,157,0,30.32105,34.77,27.19
MA002,2008-08-31T00:00:00,34.39,26.19417,17.56,68.68,40.65375,20.12,23.52264,0,0,9.9,0.8005418,,16550,10110,26070,33630,4,24,24,24,24,24,16,24,24,1,0,0,482,0,29.07813,34.07,25.97
MA002,2008-09-01T00:00:00,35.24,26.07709,18.72,84.6,46.56874,16.67,24.10789,0,0,12.15,1.178083,,31900,11600,21260,21610,1,24,24,24,24,24,17,24,24,1,0,0,441,0,30.02824,34.87,26.88
MA002,2008-09-02T00:00:00,31.59,23.63334,16.34,84.3,65.68583,35.48,23.572,0,0,10.8,0.8762083,,34850,14330,15440,21780,1,24,24,24,24,24,17,24,24,1,0,0,283,0,29.45941,33.96,26.38
MA002,2008-09-03T00:00:00,33.98,24.05958,15.01,92.4,58.55791,17.46,21.38948,0.2,120,9.45,0.7474583,,31110,10300,12330,32660,4,24,24,24,24,24,18,24,24,1,0,0,305,0,29.13167,34.83,25.41
MA002,2008-09-04T00:00:00,36.7,26.69459,19.09,73.05,43.33792,13.08,21.40317,0,0,16.65,0.7898333,,25410,17010,23110,20740,1,24,24,24,24,24,16,24,24,1,0,0,516,0,29.42187,34.05,26.87
MA002,2008-09-05T00:00:00,32.79,25.12333,17.36,75.22,47.55959,25.19,20.19815,0,0,14.4,0.945,,12490,13030,34850,26010,3,24,24,24,24,24,18,24,24,1,0,0,289,0,29.89667,34.7,26.68
MA002,2008-09-06T00:00:00,33.16,25.26459,17.36,71.99,50.62542,30.06,20.0698,0,0,16.2,2.0145,,21440,8310,23930,32570,4,24,24,24,24,24,18,24,24,1,0,0,321,0,29.30889,34.63,26.05
MA002,2008-09-07T00:00:00,30.57,24.31958,18.89,87.5,59.59625,34.88,21.48673,0,0,15.3,1.609084,,36520,13780,20590,15510,1,24,24,24,24,24,18,24,24,1,0,0,67,0,29.43722,34.3,26.59
MA002,2008-09-08T00:00:00,30.16,24.59167,19.36,86.2,67.47874,47.82,14.50489,0,0,14.85,0.7466666,,26180,29710,8530,21880,2,24,24,24,24,24,21,24,24,1,0,0,5,0,30.11809,34.8,27.83
MA002,2008-09-09T00:00:00,33.3,26.56,21.37,93.2,67.08915,39.41,13.70445,0.1,60,7.65,0.2468334,,16770,15790,39240,14560,3,24,24,24,24,24,20,24,24,1,0,0,319,0,30.028,34.66,27.4
MA002,2008-09-10T00:00:00,32.28,25.09875,20.04,98,70.24167,36.79,20.9882,25.8,240,16.2,0.9432085,,38450,23480,14640,9820,1,24,24,24,24,24,24,24,24,1,0,0,206,0,29.24667,33.59,25.47
MA002,2008-09-11T00:00:00,34.86,25.72375,19.46,95.3,64.68167,34.21,18.20641,0,0,13.05,0.8537501,,31060,11280,28500,15520,1,24,24,24,24,24,24,24,24,1,0,0,252,0,28.45542,34.33,24
MA002,2008-09-12T00:00:00,32.75,25.52708,19.98,85,39.78083,19.93,23.13482,0,0,17.1,1.740625,,28130,6910,21640,29690,4,24,24,24,24,24,19,24,24,1,0,0,346,0,27.44,33.66,23.58
MA002,2008-09-13T00:00:00,28.43,23.69292,18.51,89.2,66.84418,36.28,22.04547,0,0,11.25,0.7430417,,61820,23260,360,960,1,24,24,24,24,24,20,24,24,1,0,0,0,0,28.9695,34.3,26.07
MA002,2008-09-14T00:00:00,28.36,21.29625,14.88,93.8,73.46667,40.47,22.56742,0,0,9.45,0.6617084,,34300,15410,12180,24500,1,24,24,24,24,24,21,24,24,1,0,0,0,0,27.91191,34.95,23.75
MA002,2008-09-15T00:00:00,30.3,22.19583,16.37,94.2,69.50084,30.85,22.42957,0,0,8.55,0.3882084,,29520,18940,20490,17440,1,24,24,24,24,24,20,24,24,1,0,0,22,0,27.9575,34.58,24.21
MA002,2008-09-16T00:00:00,27.83,20.53125,13.45,95.5,79.21833,49.32,20.99393,0.1,60,8.1,0.404625,,44450,18400,3980,19570,1,24,24,24,24,24,23,24,24,1,0,0,0,0,28.09608,34.99,23.33
MA002,2008-09-17T00:00:00,27.28,21.18958,16.88,95.7,76.44292,46.4,17.27632,0.1,60,3.6,1.916667E-02,,29440,13590,23810,19560,1,24,24,24,24,24,24,24,24,1,0,0,0,0,28.00625,33.45,24.02
MA002,2008-09-18T00:00:00,25.29,21.14708,15.87,93.3,79.54208,67.55,5.818353,0.1,60,7.2,0.1364583,,14900,12230,32060,27160,3,24,24,24,24,24,24,24,24,1,0,0,0,0,25.69333,27.25,24.1
MA002,2008-09-19T00:00:00,30.23,23.31708,19.7,87.3,65.98416,42.21,17.95582,0,0,0,0,,27160,10920,36700,11620,3,24,24,24,24,24,24,24,24,1,0,0,9,0,27.81834,34.99,23.34
MA002,2008-09-20T00:00:00,27.96,22.87625,17.7,89,69.95625,51.35,15.66078,0,0,0,0,,40710,21060,10820,13660,1,24,24,24,24,24,24,24,24,1,0,0,0,0,27.60667,32.14,24.13
MA002,2008-09-21T00:00:00,30.2,23.1725,18.11,97.2,75.06875,45.88,18.82946,1,120,0,0,,35400,12270,22650,16030,1,24,24,24,24,24,24,24,24,1,0,0,12,0,28.10667,34.47,23.72
MA002,2008-09-22T00:00:00,29.18,22.06417,14.85,91.3,63.60292,35.17,14.08061,0,0,4.95,0.2322916,,18880,4200,27140,36070,4,24,24,24,24,24,24,24,24,1,0,0,0,0,26.95708,32.31,22.79
