cod_est,FECHA,T_Max,T_Med,T_Min,H_R_Max,H_R_Med,H_R_Min,Radiacion,Lluvia,V_Max,V_Med,V_Min,CV1,CV2,CV3,CV4,Direccion
JA009,2016-12-03T00:00:00,15.04,10.2529166666667,6.82,91,80.28,60.95,0.3369015,0.4,11.13,3.50458333333333,0,0,0,0,0,1
JA009,2016-12-04T00:00:00,12.59,10.22625,6.46,93.2,83.5,72.2,0.19653525,2.8,15.99,2.98625,0,0,0,0,0,1
JA009,2016-12-05T00:00:00,15.9,10.7554166666667,7.09,92.9,81.6333333333333,60.51,0.438453,0,14.37,2.22875,0,0,0,0,0,1
JA009,2016-12-06T00:00:00,17.45,11.2104166666667,5.18,91.3,78.1225,51.98,0.5895675,0,9.83,2.29083333333333,0,0,0,0,0,1
JA009,2016-12-07T00:00:00,15.09,7.56458333333333,2.95,93.6,77.9525,47.85,0.685161,0.2,12.75,3.50833333333333,0,0,0,0,0,1
JA009,2016-12-08T00:00:00,13.65,8.31333333333333,1.86,92.9,74.7175,53.8,0.68955075,0,28.46,4.47916666666667,0,0,0,0,0,1
JA009,2016-12-09T00:00:00,14.91,10.0441666666667,4.78,92.3,79.97125,65.2,0.33802875,0,14.53,2.65875,0,0,0,0,0,1
JA009,2016-12-10T00:00:00,16.99,8.73458333333333,3.69,94.4,79.9829166666667,46.86,0.6648075,0,9.51,3.24625,0,0,0,0,0,1
JA009,2016-12-11T00:00:00,16.72,7.44333333333333,1.79,94.6,80.9175,46.6,0.659898,0.2,10.81,2.80208333333333,0,0,0,0,0,1
JA009,2016-12-12T00:00:00,15.51,6.52458333333334,1.25,94.3,80.7129166666667,47.91,0.66402225,0.2,10,2.90333333333333,0,0,0,0,0,1
JA009,2016-12-13T00:00:00,15.5,6.015,1.19,93.6,79.0966666666667,40.59,0.6644385,0.2,12.91,3.20375,0,0,0,0,0,1
JA009,2016-12-14T00:00:00,12.6,5.7525,0.77,95.2,82.5508333333333,52.53,0.4106655,8.2,15.34,2.77217391304348,0,0,0,0,0,1
JA009,2016-12-15T00:00:00,9.06,5.47333333333333,3.41,94.5,90.2083333333333,76,0.271692,2.2,9.19,1.5025,0,0,0,0,0,1
JA009,2016-12-16T00:00:00,8.67,5.92958333333333,4.44,94.2,86.05,75.8,0.2453175,4.8,16.48,3.29375,0,0,0,0,0,1
JA009,2016-12-17T00:00:00,10.29,6.82833333333333,4.76,93.8,81.8225,68.61,0.1883565,19.8,20.2,4.20916666666667,0,0,0,0,0,1
JA009,2016-12-18T00:00:00,8.67,7.57875,5.26,78.4,71.3791666666667,63.81,0.24946875,0.8,23.12,6.68208333333333,0,0,0,0,0,1
JA009,2016-12-19T00:00:00,7.92,5.86875,4.3,91.7,83.4,74.7,0.3320595,0,20.53,5.64217391304348,0,0,0,0,0,1
JA009,2016-12-20T00:00:00,10.54,5.11083333333333,0.63,94.7,76.9529166666667,45.54,0.64158525,0,12.1,2.58625,0,0,0,0,0,1
JA009,2016-12-21T00:00:00,9.66,3.8245,-1.39,93.5,78.0054166666667,54.2,0.6640425,0.2,20.69,4.77833333333333,0,0,0,0,0,1
JA009,2016-12-22T00:00:00,13.8,4.50458333333333,-0.5,93.3,79.1566666666667,46.74,0.63023175,0.2,10.64,2.73291666666667,0,0,0,0,0,1
JA009,2016-12-23T00:00:00,15.97,5.82833333333333,0.51,92,74.6725,35.59,0.66103425,0,9.83,2.90875,0,0,0,0,0,1
JA009,2016-12-24T00:00:00,15.2,5.74916666666667,-0.1,92.4,74.9108333333333,37.56,0.667296,0.2,8.05,3.00708333333333,0,0,0,0,0,1
JA009,2016-12-25T00:00:00,16.5,5.89083333333333,-0.1,93.7,73.0229166666667,31.46,0.68361975,0.2,9.35,3.29083333333333,0,0,0,0,0,1
JA009,2016-12-26T00:00:00,18.39,6.47208333333333,-0.3,89.1,64.46625,14.9,0.6870105,0,9.83,3.16083333333333,0,0,0,0,0,1
JA009,2016-12-27T00:00:00,17.39,7.29458333333333,1.39,75.4,53.56,14.78,0.696699,0,14.21,4.11,0,0,0,0,0,1
JA009,2016-12-28T00:00:00,12.79,7.02458333333333,2.68,81.1,68.9833333333333,48.85,0.69248025,0,20.69,3.93833333333333,0,0,0,0,0,1
JA009,2016-12-29T00:00:00,15.7,7.19,2.19,88.6,72.51375,38.06,0.637344,0,11.62,3.11375,0,0,0,0,0,1
JA009,2016-12-30T00:00:00,18.19,5.50333333333333,-1.87,90.8,60.0933333333333,15.19,0.71449875,0.2,9.02,3.44875,0,0,0,0,0,1
JA009,2016-12-31T00:00:00,15.5,3.84916666666667,-2.89,88,62.3870833333333,20.98,0.72345825,0,12.26,3.39833333333333,0,0,0,0,0,1
JA010,2016-01-01T00:00:00,21.97,12.1666666666667,5.79,95.3,80.1829166666667,48.41,0.353376,0,10.64,1.89375,0,413,324,173,507,4
JA010,2016-01-02T00:00:00,14.36,10.4275,4.46,98,85.7775,61.9,0.2100255,2.4,13.07,2.62541666666667,0,409,175,135,694,4
JA010,2016-01-03T00:00:00,13.82,9.69041666666667,5.61,97.6,91.0666666666666,72.2,0.1643715,1.2,7.89,1.91916666666667,0,573,276,218,346,4
JA010,2016-01-04T00:00:00,18.09,15.0704166666667,10.81,94.6,71.9520833333333,54.84,0.3459435,0,32.84,7.35,0,162,17,103,1121,4
JA010,2016-01-05T00:00:00,14.42,9.32833333333333,4.73,97.5,82.3433333333333,58.12,0.252621,10.8,26.2,4.97583333333333,0,103,91,204,1021,4
JA010,2016-01-06T00:00:00,9.08,6.88041666666667,4.54,84.6,78.9875,73.8,0.1888005,0,15.5,2.87375,0,377,186,80,759,4
JA010,2016-01-07T00:00:00,13.28,11.065,8.88,90.7,83.2416666666667,77.6,0.077778,0,10.97,3.29375,0,659,377,156,212,4
JA010,2016-01-08T00:00:00,18.34,11.0845833333333,5.25,98.1,82.1379166666667,51.88,0.357042,0.2,10.64,1.94458333333333,0,505,341,99,457,4
JA010,2016-01-09T00:00:00,15.76,11.4654166666667,6.12,96.8,77.7608333333333,57.83,0.1692315,1.4,19.88,4.00791666666667,0,316,222,302,567,4
JA010,2016-01-10T00:00:00,17.01,11.3425,4.66,92.1,68.1195833333333,44.12,0.368592,0,21.34,4.00791666666667,0,247,316,261,582,4
JA010,2016-01-11T00:00:00,13.23,10.62,5.93,97.6,83.6441666666667,62.77,0.0821625,3,15.02,3.08666666666667,0,348,352,223,486,4
JA010,2016-01-12T00:00:00,13.28,7.43833333333333,2.12,99.2,84.735,51.25,0.14906347826087,0.2,10.97,1.89583333333333,0,478,295,117,508,4
JA010,2016-01-13T00:00:00,15.35,5.99,0.12,98,80.5704166666667,43.88,0.1448295,0,8.86,2.66708333333333,0,733,436,62,169,4
JA010,2016-01-14T00:00:00,12.68,6.12583333333333,-0.94,99.2,85.6866666666667,63.39,0.090654,0,7.24,1.52375,0,540,409,123,339,4
JA010,2016-01-15T00:00:00,10.95,7.90208333333333,-0.08,98.7,87.3791666666667,57.71,0.102504,11.4,16.96,2.28166666666667,0,454,225,155,555,4
JA010,2016-01-16T00:00:00,11.55,2.74166666666667,-2.54,99.6,78.4733333333333,41.99,0.362007,0.2,12.1,1.81416666666667,0,307,659,84,347,4
JA010,2016-01-17T00:00:00,11.62,2.10208333333333,-4.02,96.6,78.4970833333333,44.51,0.2985381,0,9.02,1.89208333333333,0,606,437,83,282,4
JA010,2016-01-18T00:00:00,11.57,6.44541666666667,1.72,94,80.4704166666667,57.03,0.2579205,0,12.1,1.69458333333333,0,366,352,205,483,4
JA010,2016-01-19T00:00:00,12.41,7.02,3.13,98.4,86.6875,56.32,0.303062086956522,0,8.38,1.51958333333333,0,434,459,72,445,4
JA010,2016-01-20T00:00:00,15.63,7.88666666666667,4,98.1,90.32625,64.03,0.2947425,0.6,12.26,1.8575,0,362,294,204,544,4
JA010,2016-01-21T00:00:00,14.21,9.45166666666667,5.53,97.4,83.33625,59.83,0.263883,0,8.38,1.07333333333333,0,594,389,138,271,4
JA010,2016-01-22T00:00:00,16.47,10.13125,4.07,98.4,83.8570833333333,62.32,0.304154608695652,0,7.57,1.47875,0,615,389,82,307,4
JA010,2016-01-23T00:00:00,22.01,11.5983333333333,4.87,98.1,77.3370833333333,46.36,0.445424,0,11.45,2.61041666666667,0,676,456,119,160,4
JA010,2016-01-24T00:00:00,23.14,12.5775,5.26,95.9,70.9433333333333,36.17,0.3639165,0,9.19,3.11708333333333,0,581,572,145,113,2
JA010,2016-01-25T00:00:00,19.6,11.4970833333333,5.93,92.7,74.83375,45.43,0.3548055,0,11.62,3.10625,0,569,503,46,290,4
JA010,2016-01-26T00:00:00,16.03,9.47708333333333,4.93,96.3,85.37875,57.11,0.256191,2.4,9.67,1.99416666666667,0,420,354,222,406,4
JA010,2016-01-27T00:00:00,15,7.79041666666667,1.79,99.4,83.1616666666667,52.9,0.361734,0,10.64,2.15708333333333,0,565,389,124,332,4
JA010,2016-01-28T00:00:00,15.22,7.15416666666667,-0.47,99.9,82.8454166666667,48.22,0.325758,0.2,6.27,1.53875,0,460,363,126,450,4
JA010,2016-01-29T00:00:00,15.68,9.02541666666667,3.93,96.8,80.7508333333333,48.5,0.29664,0,10.32,1.94458333333333,0,567,417,109,316,4
JA010,2016-01-30T00:00:00,14.49,7.31708333333333,1.59,99.9,89.495,60.53,0.2833965,1.4,9.35,1.67708333333333,0,429,372,136,474,4
JA010,2016-01-31T00:00:00,16.27,8.43916666666667,1.38,98.8,79.9316666666667,48.41,0.356517,0,9.51,2.00583333333333,0,495,302,87,525,4
JA010,2016-02-01T00:00:00,22.14,9.69541666666667,0.52,99.5,74.4279166666667,37.28,0.388971,0,8.7,1.94041666666667,0,612,490,82,230,4
JA010,2016-02-02T00:00:00,21.09,9.88083333333333,1.79,98.4,74.52125,41.1,0.386865,0,9.51,2.29166666666667,0,484,477,83,363,4
JA010,2016-02-03T00:00:00,16.47,8.34291666666667,1.05,99,78.9491666666667,53.83,0.306501,0.2,9.19,2.01666666666667,0,417,471,72,441,4
JA010,2016-02-04T00:00:00,17.68,8.00083333333333,-0.07,98,71.00125,36.71,0.397569,0,13.07,2.92875,0,618,505,162,122,4
JA010,2016-02-05T00:00:00,16,7.72666666666667,1.32,94.5,72.26,40.3,0.3535935,0,10.97,3.60666666666667,0,636,582,141,63,3
JA010,2016-02-06T00:00:00,17.89,10.0341666666667,1.38,95.8,69.9416666666667,45.33,0.346776,0,14.05,2.64291666666667,0,310,335,135,634,4
JA010,2016-02-07T00:00:00,13.29,10.1508333333333,4.72,94.7,72.185,50.38,0.398751,1,27.33,5.61375,0,174,257,168,821,4
JA010,2016-02-08T00:00:00,13.77,7.74125,3.33,94.7,80.4466666666667,58.78,0.3127635,0,13.72,2.25791666666667,0,467,279,139,522,4
JA010,2016-02-09T00:00:00,14.56,9.56208333333333,1.38,98.6,77.99875,56.82,0.2091,0.2,17.12,3.25541666666667,0,313,266,172,652,4
JA010,2016-02-10T00:00:00,16.17,13.1183333333333,10.94,88.3,78.035,66.69,0.195336,0,21.34,5.07666666666667,0,203,16,74,1114,4
JA010,2016-02-11T00:00:00,16.29,12.815,9.47,98.2,89.8691666666667,68.46,0.141408,3.6,17.93,3.37708333333333,0,244,212,127,832,4
JA010,2016-02-12T00:00:00,15.63,12.3891666666667,9.68,98.3,87.3,80,0.164866736842105,0.2,21.98,4.50625,0,466,67,65,773,4
JA010,2016-02-13T00:00:00,15.29,14.01125,12.48,94.1,82.0708333333333,73.4,0.184468695652174,0.8,20.2,5.67583333333333,0,104,31,139,1135,4
JA010,2016-02-14T00:00:00,14.09,9.40333333333333,5.14,93.9,78.0654166666667,61.44,0.238797391304348,0.6,42.72,8.98291666666666,0,29,25,201,1170,4
JA010,2016-02-15T00:00:00,8.48,5.81583333333333,3.4,81,70.5554166666667,49.07,0.220284,0,20.36,5.90375,0,287,73,110,935,4
JA010,2016-02-16T00:00:00,8.8,2.70833333333333,-3.09,86,63.1466666666667,36,0.55310205,0,15.02,2.85583333333333,0,441,105,130,708,4
JA010,2016-02-17T00:00:00,10.2,2.11958333333333,-5.96,97.6,68.51375,31.1,0.561618,0,17.45,3.02333333333333,0,398,399,73,542,4
JA010,2016-02-18T00:00:00,10.08,5.70208333333333,1.73,95.1,80.95375,67.1,0.234103304347826,1,8.05,1.62333333333333,0,297,216,241,648,4
JA010,2016-02-19T00:00:00,14.68,7.94166666666667,2.73,99.2,81.88,52.11,0.588791368421053,0.2,9.35,2.03333333333333,0,393,354,251,398,4
JA010,2016-02-20T00:00:00,16.54,8.24583333333333,1.59,96.2,67.92,40.41,0.557946,0,17.29,3.9425,0,378,521,356,161,4
JA010,2016-02-21T00:00:00,19.08,9.67958333333334,2.59,77.6,58.3554166666667,27.54,0.519618,0,14.21,3.37625,0,601,420,76,296,4
JA010,2016-02-22T00:00:00,19.41,10.0233333333333,2.86,89.6,63.60125,30.06,0.5025675,0,10.81,2.54916666666667,0,486,377,108,434,4
JA010,2016-02-23T00:00:00,16.94,9.42791666666667,3.53,95.5,74.0870833333333,45.51,0.474324,0,12.59,2.67791666666667,0,434,406,86,473,4
JA010,2016-02-24T00:00:00,14.69,7.3275,-0.55,99.3,78.0141666666667,56.47,0.536211,0.8,16.96,3.34041666666667,0,351,370,85,608,4
JA010,2016-02-25T00:00:00,12.62,8.98375,6.32,96.4,81.6108333333333,58.01,0.231495,2.4,13.88,3.12458333333333,0,151,165,207,895,4
JA010,2016-02-26T00:00:00,14.16,8.54291666666667,4.2,94.3,77.64625,54.73,0.3384555,4,23.93,2.45208333333333,0,320,334,305,454,4
JA010,2016-02-27T00:00:00,7.22,4.18375,-0.35,92.7,77.8008333333333,65.26,0.178164,0.2,26.36,6.34916666666667,0,66,82,204,1072,4
JA010,2016-02-28T00:00:00,7.21,4.07166666666667,-0.61,96.4,87.6583333333333,77.7,0.1334505,1,13.88,3.29125,0,388,229,113,690,4
JA010,2016-02-29T00:00:00,11.01,6.36083333333333,0.98,97.9,77.8816666666667,49.23,0.345648,0,12.91,2.67875,0,706,325,76,281,4
JA010,2016-03-01T00:00:00,15.62,6.015,-2.68,99.1,66.9454166666667,24.89,0.6372771,0,14.86,2.76125,0,494,337,62,514,4
JA010,2016-03-02T00:00:00,19,8.32666666666667,-2.15,97.2,66.2275,29.34,0.631887,0,10.97,2.36708333333333,0,367,450,92,503,4
JA010,2016-03-03T00:00:00,18.14,9.41583333333333,1.39,98.9,76.2745833333333,47.45,0.5961585,0,13.24,2.66208333333333,0,350,407,90,563,4
JA010,2016-03-04T00:00:00,19.2,10.0225,0.38,99.6,70.5054166666667,40.67,0.634944,0.2,22.47,3.48541666666667,0,383,313,90,631,4
JA010,2016-03-05T00:00:00,12.61,8.58791666666667,3.06,84.6,62.02625,36.7,0.5219385,0,25.22,5.29708333333333,0,46,62,137,1178,4
JA010,2016-03-06T00:00:00,12.68,7.96,3.93,84.9,62.0816666666667,40.41,0.535206,0,14.86,3.4075,0,87,70,165,1088,4
JA010,2016-03-07T00:00:00,7.81,3.71,0.98,95.8,85.7079166666667,64.21,0.1457475,9,12.59,2.68208333333333,0,515,367,110,409,4
JA010,2016-03-08T00:00:00,10.95,5.52375,-0.34,99.8,76.0583333333333,42.85,0.428019,0,16.96,3.11875,0,681,291,82,334,4
JA010,2016-03-09T00:00:00,12.22,5.61041666666667,-3.28,98.9,73.15375,44.65,0.3762135,0,15.99,3.185,0,326,246,61,778,4
JA010,2016-03-10T00:00:00,10.42,5.29333333333333,-1.41,100,79.5195833333333,49.04,0.339732,5.6,19.72,2.54416666666667,0,588,416,94,306,4
JA010,2016-03-11T00:00:00,13.02,5.56291666666667,-1.41,98.3,72.36625,38.58,0.6087741,0,12.59,2.25833333333333,0,553,295,71,475,4
JA010,2016-03-12T00:00:00,12.54,0.443,-2.49,98.4,91.56,70.4,0.1728648,0,9.35,1.459,0,254,232,34,67,4
JA010,2016-06-17T00:00:00,27.98,22.8066666666667,13.6,40.42,27.91125,19.01,2.33718369230769,0,9.51,1.95,0,209,137,90,511,4
JA010,2016-06-18T00:00:00,30.3,20.5479166666667,8.94,57.66,32.1191666666667,15.5,1.63868021052632,0,15.67,2.355,0,597,319,82,417,4
JA010,2016-06-19T00:00:00,31.57,21.79375,10.34,58.22,30.13125,10.49,1.2962625,0,19.72,2.46291666666667,0,596,344,98,380,4
JA010,2016-06-20T00:00:00,34.69,24.0025,9.87,44,26.0070833333333,12.45,1.3041675,0,13.72,2.34166666666667,0,412,294,171,527,4
JA010,2016-06-21T00:00:00,36.74,26.6808333333333,14.86,59.64,30.0725,10,1.3000485,0,17.12,3.26916666666667,0,434,466,305,212,4
JA010,2016-06-22T00:00:00,37.67,26.415,12.6,59.22,28.7247826086957,10,1.51422,0,13.72,3.0475,0,564,465,241,138,4
JA010,2016-06-23T00:00:00,37.41,26.81125,14.87,56.87,28.03,10,1.40481,0,12.1,2.255,0,507,333,138,433,4
JA010,2016-06-24T00:00:00,37.94,28.035,15.74,45.21,23.5520833333333,10.43,1.239867,0,9.67,1.48,0,357,202,170,679,4
JA010,2016-06-25T00:00:00,36.47,27.1875,16.14,56.22,28.3066666666667,10.91,1.36962818181818,0,7.08,1.24708333333333,0,452,251,93,614,4
JA010,2016-06-26T00:00:00,34.56,25.2633333333333,12.4,42.96,24.5554166666667,11.87,1.26108,0,8.86,1.90666666666667,0,378,269,121,633,4
JA010,2016-06-27T00:00:00,34.96,27.1191666666667,16.14,56.18,35.4545833333333,19,1.28221371428571,0,15.18,2.49,0,530,476,239,162,4
JA010,2016-06-28T00:00:00,35.36,27.68875,20.2,56.25,35.1341666666667,19.96,0.94694625,0,10.64,2.0025,0,616,324,174,303,4
JA010,2016-06-29T00:00:00,38.01,28.5491666666667,19.19,63.47,37.1854166666667,15.43,1.79392275,0,19.23,2.17416666666667,0,292,270,272,578,4
JA010,2016-06-30T00:00:00,35.96,27.8975,17.74,70.4,40.6658333333333,21.08,1.74723975,0,10.32,1.26416666666667,0,332,185,159,727,4
JA010,2016-07-01T00:00:00,36.94,28.09,16.54,53.91,30.1741666666667,17.54,1.85694975,0,6.59,1.22333333333333,0,384,291,139,592,4
JA010,2016-07-02T00:00:00,40,28.9758333333333,16.61,45.57,25.8270833333333,14.02,1.82170575,0,8.86,1.31166666666667,0,473,286,141,509,4
JA010,2016-07-03T00:00:00,41.2,30.5716666666667,20.19,48.65,26.8758333333333,10.99,1.840401,0,17.93,2.82083333333333,0,469,468,319,152,4
JA010,2016-07-04T00:00:00,37.8,28.475,16.99,56.71,32.6070833333333,15.39,1.73917482352941,0,8.7,1.56416666666667,0,419,210,179,591,4
JA010,2016-07-05T00:00:00,39.6,30.0120833333333,20.74,70.8,38.7295833333333,14.3,1.70026941176471,0,10.64,1.23041666666667,0,314,159,209,721,4
JA010,2016-07-06T00:00:00,39.27,29.9983333333333,19.13,55.34,29.55625,11.46,1.85402475,0,13.4,1.83041666666667,0,514,361,262,273,4
JA010,2016-07-07T00:00:00,35.69,26.4666666666667,18.33,65.45,40.9579166666667,17.89,0.875996571428571,0,17.93,2.49083333333333,0,447,231,229,501,4
JA010,2016-07-08T00:00:00,37.81,27.1929166666667,15.48,77,41.385,13.32,1.591388,0,11.13,1.18958333333333,0,418,198,178,607,4
JA010,2016-07-09T00:00:00,39.92,30.18125,18.54,49.88,27.40875,13.29,1.30250454545455,0,18.91,1.95875,0,478,401,263,270,4
JA010,2016-07-10T00:00:00,41.26,31.185,19.53,53.44,27.3591666666667,10.31,1.27638156521739,0,11.78,1.68416666666667,0,461,314,194,437,4
JA010,2016-07-11T00:00:00,39.4,31.1054166666667,19.86,49.26,26.7591666666667,14.91,1.18203,0,10.97,1.48375,0,356,202,177,668,4
JA010,2016-07-12T00:00:00,37.41,29.1175,19,47.47,26.54875,11.02,1.26426,0,7.24,1.48375,0,326,322,124,639,4
JA010,2016-07-13T00:00:00,37.34,27.8583333333333,15.47,58.87,25.0933333333333,10,1.275675,0,15.67,1.81875,0,346,258,205,597,4
JA010,2016-07-14T00:00:00,36.14,28.5945833333333,22.34,69.31,41.4633333333333,18.26,1.224078,0,12.26,3.28166666666667,0,490,352,313,250,4
JA010,2016-07-15T00:00:00,36.73,27.7433333333333,20.41,62.21,40.6079166666667,18.07,1.2242955,0,17.93,4.10708333333333,0,157,508,581,165,4
JA010,2016-07-16T00:00:00,38.01,27.6754166666667,19.2,63.32,38.0008333333333,12.6,1.2373965,0,15.5,3.5625,0,300,444,393,276,4
JA010,2016-07-17T00:00:00,39.92,28.67125,19.73,42.13,27.5029166666667,10,1.213287,0,13.88,3.11416666666667,0,318,488,416,192,4
JA010,2016-07-18T00:00:00,40.98,29.2191666666667,16.54,60.6,29.14,10,1.191615,0,13.4,2.37375,0,482,451,320,156,4
JA010,2016-07-19T00:00:00,40.35,31.29625,23.53,39.85,25.125,12.07,0.756735,0,15.34,3.54,0,239,499,420,257,4
JA010,2016-07-20T00:00:00,38.3,30.5270833333333,23.79,43.48,28.3575,13.61,0.5765475,0,14.37,1.86625,0,370,315,244,480,4
JA010,2016-07-21T00:00:00,38.21,29.1404166666667,19.67,47.79,26.5325,10,1.150281,0,12.26,1.50916666666667,0,483,236,97,595,4
JA010,2016-07-22T00:00:00,35.67,27.3429166666667,17.81,43.33,24.39875,10.3,1.250316,0,8.21,1.46041666666667,0,366,262,126,656,4
JA010,2016-07-23T00:00:00,36.94,27.27,16.07,52.76,31.16125,13.69,1.2043005,0,12.75,2.07291666666667,0,470,310,209,413,4
JA010,2016-07-24T00:00:00,37.46,28.89875,20.27,57.73,34.0158333333333,14.93,1.1922255,0,17.29,3.33708333333333,0,344,388,345,334,4
JA010,2016-07-25T00:00:00,39.45,30.2454166666667,21.74,45.26,28.3195833333333,13.64,1.1970765,0,17.45,3.19208333333333,0,337,423,298,357,4
JA010,2016-07-26T00:00:00,40.99,31.1820833333333,22.6,41.97,25.64375,11.8,1.1729085,0,17.12,2.26125,0,393,335,221,455,4
JA010,2016-07-27T00:00:00,38.6,30.2941666666667,19.2,48.21,26.0079166666667,13.42,1.181949,0,9.51,1.265,0,370,207,181,653,4
JA010,2016-07-28T00:00:00,40.79,30.85,20.39,39.43,23.7675,10.43,1.1974635,0,11.13,1.90916666666667,0,492,315,256,348,4
JA010,2016-07-29T00:00:00,41.32,31.175,19.46,50.05,25.96875,10.45,1.116537,0,11.29,1.70083333333333,0,525,271,180,432,4
JA010,2016-07-30T00:00:00,36.09,28.01125,19.27,70.4,39.2758333333333,12.47,1.078236,0,7.89,1.22416666666667,0,316,189,98,799,4
JA010,2016-07-31T00:00:00,36.74,27.5754166666667,17.99,38.78,24.1745833333333,10,1.11988285714286,0,12.26,1.44875,0,364,212,173,668,4
JA010,2016-08-01T00:00:00,39.06,28.73625,16.61,45.02,21.0958333333333,10,1.219242,0,9.83,1.23541666666667,0,464,231,97,618,4
JA010,2016-08-02T00:00:00,40.25,29.9270833333333,20.54,66.17,31.6566666666667,11.44,1.19519843478261,0,11.29,1.78458333333333,0,517,305,142,451,4
JA010,2016-08-03T00:00:00,38.33,30.085,19.73,59.91,31.03,12.32,1.28782114285714,0,10.64,1.40083333333333,0,456,260,128,575,4
JA010,2016-08-04T00:00:00,37.61,28.4525,17.47,53.24,27.405,10.76,1.3887378,0,12.26,1.08375,0,379,277,121,639,4
JA010,2016-08-05T00:00:00,39.05,29.5470833333333,19.21,58.62,30.59125,14.13,1.1302095,0,17.29,2.26375,0,348,309,243,514,4
JA010,2016-08-06T00:00:00,38.13,29.86,22.94,66.23,42.2095833333333,17.15,1.099314,0,19.55,3.39916666666667,0,211,374,447,388,4
JA010,2016-08-07T00:00:00,36.19,28.74,20.13,62.79,37.2191666666667,15.32,1.0831395,0,15.34,3.73208333333333,0,213,502,530,171,4
JA010,2016-08-08T00:00:00,37.47,27.51625,15.67,66.89,35.2479166666667,12.15,1.0897245,0,13.72,2.9725,0,427,394,294,297,4
JA010,2016-08-09T00:00:00,37.73,27.835,15.93,53.87,29.2104166666667,11,1.0802205,0,18.26,2.50333333333333,0,487,302,257,369,4
JA010,2016-08-10T00:00:00,32.9,25.5045833333333,17.43,71.5,40.7541666666667,23.8,0.731955,1.6,33.32,5.52875,0,421,430,422,144,4
JA010,2016-08-11T00:00:00,32.96,24.71,14.87,87.3,51.2166666666667,22.86,1.050963,0,14.86,3.895,0,506,300,285,329,4
JA010,2016-08-12T00:00:00,33.96,25.9445833333333,16.2,78.3,44.6041666666667,17.92,1.055727,0,13.88,3.7725,0,320,449,430,219,4
JA010,2016-08-13T00:00:00,35.69,25.86375,14.73,66.65,36.1920833333333,12.7,1.058706,0,11.94,3.2175,0,597,381,251,195,4
JA010,2016-08-14T00:00:00,37.47,27.2866666666667,17.27,62.09,37.9191666666667,12.61,1.0274475,0,14.86,3.41583333333333,0,431,401,402,188,4
JA010,2016-08-15T00:00:00,37.74,28.225,20.94,43.39,30.8925,12.26,0.869091,0,9.19,2.31166666666667,0,309,282,345,483,4
JA010,2016-08-16T00:00:00,34.64,27.7516666666667,19.92,73.5,39.7504166666667,21.51,0.747177,1,17.12,2.46125,0,370,268,270,514,4
JA010,2016-08-17T00:00:00,35.43,27.3529166666667,17.8,63.22,33.4358333333333,12.17,0.9595065,0,10.64,2.00875,0,460,264,91,606,4
JA010,2016-08-18T00:00:00,35.63,27.2783333333333,18.01,53.9,32.1395833333333,19.41,0.964809,0,7.73,1.36458333333333,0,415,327,75,606,4
JA010,2016-08-19T00:00:00,36.47,27.3670833333333,16.41,51.32,28.7091666666667,13.99,0.971202,0,10,1.4675,0,433,306,81,603,4
JA010,2016-08-20T00:00:00,34.96,27.12875,18.73,56.12,36.2370833333333,21.69,0.951345,0,9.51,1.45041666666667,0,383,260,98,681,4
JA010,2016-08-21T00:00:00,37.19,27.3870833333333,15.74,61.95,35.4116666666667,16.51,0.9599925,0,15.02,2.13416666666667,0,354,386,297,378,4
JA010,2016-08-22T00:00:00,37.19,28.5979166666667,18.66,75.9,46.1220833333333,19.28,0.934248,0,13.07,2.45291666666667,0,447,356,344,263,4
JA010,2016-08-23T00:00:00,38.13,28.82625,18.33,70.5,38.71,10,0.9566385,0,21.17,2.02458333333333,0,432,382,329,279,4
JA010,2016-08-24T00:00:00,36.54,27.5041666666667,16.33,68.98,34.1395833333333,10,0.9559455,0,15.5,3.24583333333333,0,500,464,303,154,4
JA010,2016-08-25T00:00:00,36.47,26.7729166666667,13.79,56.72,31.65875,10,0.870372,0,17.61,3.86875,0,460,416,374,168,4
JA010,2016-08-26T00:00:00,37.81,28.8979166666667,19.4,51.14,32.1891666666667,10.65,0.912786,0,16.96,3.39541666666667,0,393,356,384,287,4
JA010,2016-08-27T00:00:00,38.53,30.4783333333333,21.6,60.23,33.9725,14.86,0.87936,0,15.5,2.9675,0,300,306,358,463,4
JA010,2016-08-28T00:00:00,37.81,30.7916666666667,22.85,44.72,28.4145833333333,17.31,0.83817,0,11.29,2.53208333333333,0,237,325,254,605,4
JA010,2016-08-29T00:00:00,36.94,28.12625,16.93,55.25,27.59625,10.26,0.908055,0,8.54,1.37916666666667,0,482,244,77,613,4
JA010,2016-08-30T00:00:00,35.47,27.4491666666667,17.13,44.63,25.9404166666667,13.34,0.8510055,0,10.64,1.94708333333333,0,470,278,106,568,4
JA010,2016-08-31T00:00:00,35.09,25.8466666666667,15.33,56.54,33.9191666666667,19.96,0.9027705,0,12.59,2.26791666666667,0,375,314,222,505,4
JA010,2016-09-01T00:00:00,34.42,27.2016666666667,18.66,72.8,43.7166666666667,20.9,0.8200665,0,18.1,3.00791666666667,0,318,388,480,232,4
JA010,2016-09-02T00:00:00,35.67,27.8075,18.26,65.74,40.7408333333333,15.79,0.8095905,0,16.8,2.73833333333333,0,498,346,280,294,4
