cod_est,FECHA,T_Max,T_Med,T_Min,H_R_Max,H_R_Med,H_R_Min,Radiacion,Lluvia,V_Max,V_Med,V_Min,CV1,CV2,CV3,CV4,Direccion
AL001,2016-06-27T00:00:00,29.51,25.2829166666667,22.88,78.16,59.2770833333333,47.09,0.98890335,0,33.3,12.7889583333333,1.35,396,1040,0,0,2
AL001,2016-06-28T00:00:00,31.3,27.2929166666667,24.05,58,42.6941666666667,31.48,0.56453985,0.6,29.7,11.7871666666667,0.45,908,523,4,0,2
AL001,2016-06-29T00:00:00,30.46,25.5254166666667,19.18,78.19,58.1625,45.55,1.14008565,0,19.8,5.215875,0,186,181,907,150,4
AL001,2016-06-30T00:00:00,30.05,25.4566666666667,21.2,90.3,67.1429166666667,47.88,1.11794295,0,21.6,7.117,0,0,7,1373,43,3
AL001,2016-07-01T00:00:00,31.33,25.6525,20.4,88.2,65.6729166666667,45.84,1.12020405,0,19.8,5.51529166666667,0,74,178,1144,31,3
AL001,2016-07-02T00:00:00,33.36,27.2566666666667,20.96,85.5,53.2341666666667,26.87,1.16851215,0,24.75,6.53445833333333,0,313,633,450,31,3
AL001,2016-07-03T00:00:00,34.54,29.52125,26.55,46.82,33.9875,28.38,1.22346585,0,44.55,17.11075,1.8,923,509,0,2,2
AL001,2016-07-04T00:00:00,31.47,26.8079166666667,22.88,76.43,50.7079166666667,36.49,1.0198968,0,30.6,9.77683333333333,0,638,265,448,78,3
AL001,2016-07-05T00:00:00,22.99,22.00875,21.13,89.2,85.1675,77.54,0.0903465,0,16.2,4.67075,0,0,0,430,44,3
AL001,2016-07-07T00:00:00,29.92,26.7823076923077,23.08,78.37,55.35,40.13,0.385975107692308,0,27,8.24638461538462,0,255,251,160,89,3
AL001,2016-07-08T00:00:00,35.73,28.5908333333333,22.58,78.19,50.2866666666667,22.36,1.0963539,0,25.2,5.95716666666667,0,336,646,243,205,4
AL001,2016-07-09T00:00:00,32.62,28.69,23.55,59.73,40.0983333333333,28.72,1.1320572,0,36.9,12.956,0,402,984,0,52,4
AL001,2016-07-10T00:00:00,33.48,29.1654166666667,24.26,66.74,38.5854166666667,29.75,1.17036255,0,19.35,6.66645833333333,0,492,893,30,25,3
AL001,2016-07-11T00:00:00,35.26,27.8091666666667,21.64,88.1,55.4479166666667,31.53,1.1775669,0,18.45,4.325375,0,187,172,961,106,3
AL001,2016-07-12T00:00:00,31.47,26.5483333333333,21.64,84.3,65.645,38.39,1.1939778,0,21.6,5.14329166666667,0,104,335,826,158,4
AL001,2016-07-13T00:00:00,30.09,26.3729166666667,23.45,85.8,68.0679166666667,53.65,1.16156325,0,27.9,12.5533333333333,0,443,991,0,0,2
AL001,2016-07-14T00:00:00,29.51,25.6770833333333,23.01,82.7,60.73375,39.47,1.20428025,0,25.65,10.49675,2.25,237,1173,0,0,2
AL001,2016-07-15T00:00:00,28.26,24.8870833333333,22.48,72.8,58.7204166666667,46.17,1.1920428,0,30.6,13.3348333333333,1.35,798,636,0,0,2
AL001,2016-07-16T00:00:00,27.62,24.4583333333333,21.73,67.81,51.5145833333333,34.62,1.20305115,0,30.6,13.8572916666667,1.8,857,579,0,0,2
AL001,2016-07-17T00:00:00,28.77,24.5033333333333,20.02,71.8,52.12375,33.11,1.17641805,0,27.45,10.8924583333333,0,374,1061,0,0,2
AL001,2016-07-18T00:00:00,29.01,24.95,21.23,82.7,61.225,38.26,1.14659445,0,29.25,11.876625,0.45,327,1110,0,0,2
AL001,2016-07-19T00:00:00,32.51,25.68125,20.99,87.4,67.4370833333333,42.84,0.9658119,0,19.8,7.555625,0,488,945,5,2,2
AL001,2016-07-20T00:00:00,33.8,26.9191666666667,20.99,88,62.2366666666667,29.73,0.76645845,0,21.15,4.91733333333333,0,442,459,483,46,3
AL001,2016-07-21T00:00:00,33.18,27.3041666666667,22.98,88.4,57.7079166666667,33.18,1.0486284,0,25.65,7.30004166666667,0,355,27,1007,35,3
AL001,2016-07-22T00:00:00,31.81,26.2508333333333,20.89,90.9,69.9091666666667,49.16,1.1744148,0,22.95,6.82566666666667,0,377,241,731,79,4
AL001,2016-07-23T00:00:00,29.82,26.1320833333333,23.35,76.75,62.6883333333333,50.13,1.15166895,0,28.8,11.814625,1.8,654,781,1,0,2
AL001,2016-07-24T00:00:00,30.29,26.3266666666667,22.54,60.23,50.00625,33.27,1.1636688,0,26.1,9.47941666666667,0,314,1122,0,0,2
AL001,2016-07-25T00:00:00,32.68,27.2854166666667,21.77,60.05,43.6770833333333,26.31,1.17367695,0,19.35,7.1445,0,278,1158,1,0,2
AL001,2016-07-26T00:00:00,33.83,27.9475,21.17,63.4,41.8779166666667,24.45,1.1210142,0,18.9,7.431,0,450,989,0,0,2
AL001,2016-07-27T00:00:00,33.86,28.2170833333333,22.71,66.63,43.1183333333333,25.61,1.1245485,0,19.35,6.4525,0,334,695,381,21,3
AL001,2016-07-28T00:00:00,35.48,28.3470833333333,22.61,60.54,44.3829166666667,22.72,1.122384,0,25.2,9.30429166666667,0,368,1066,1,0,2
AL001,2016-07-29T00:00:00,34.6,28.5558333333333,23.52,84.4,43.35125,22.42,1.1096073,0,22.05,8.10483333333333,0,378,887,141,30,3
AL001,2016-07-30T00:00:00,32.08,26.7316666666667,23.45,88.6,73.5816666666667,58.68,1.00661025,0,25.65,9.496,0,145,92,1102,79,4
AL001,2016-07-31T00:00:00,36.15,28.3766666666667,23.45,91.3,61.6154166666667,31.81,0.7255716,0,27.45,6.88220833333333,0,73,72,1204,73,3
AL001,2016-08-01T00:00:00,31.71,27.6141666666667,23.45,84.4,66.6525,52.21,1.110585,0,27,10.721125,0,477,842,115,3,3
AL001,2016-08-02T00:00:00,33.36,27.1891666666667,23.25,84.2,63.7170833333333,37.45,1.1026281,0,22.95,9.60345833333333,0,279,1158,1,0,2
AL001,2016-08-03T00:00:00,33.58,27.2354166666667,22.1,83.1,61.57125,42.63,1.09892265,0,19.35,5.83566666666667,0,335,197,850,41,3
AL001,2016-08-04T00:00:00,30.73,25.97875,21.4,89,74.8575,54.93,1.12337655,0,25.65,7.83095833333333,0,71,15,1318,21,3
AL001,2016-08-05T00:00:00,31.3,26.4129166666667,20.29,90.8,69.8091666666667,51.7,1.0934514,0,31.95,10.7129583333333,0,443,775,218,0,3
AL001,2016-08-06T00:00:00,30.12,26.5733333333333,23.69,80.7,57.9583333333333,37.52,1.11847065,0,23.4,9.92854166666667,0.45,609,828,0,0,2
AL001,2016-08-07T00:00:00,29.21,25.8533333333333,22.81,67.35,56.23,39.33,1.11031275,0,28.35,10.6768333333333,0.45,701,732,2,0,2
AL001,2016-08-08T00:00:00,31.98,26.5783333333333,21.83,62.04,44.96625,27.26,1.15043505,0,24.75,9.16833333333333,0,526,907,0,0,2
AL001,2016-08-09T00:00:00,34.2,26.26625,19.62,77.27,48.8425,26.82,1.14311415,0,22.5,5.27425,0,368,797,255,15,3
AL001,2016-08-10T00:00:00,29.34,24.8175,20.23,78.53,66.5704166666667,51.16,0.810748017391304,0.5,24.75,8.94204166666667,0,574,831,1,0,2
AL001,2016-08-11T00:00:00,28.7,25.16125,22.34,79.19,66.07625,51.03,1.0913538,0,30.15,10.5102083333333,0,662,772,1,0,2
AL001,2016-08-12T00:00:00,28.5,24.8,21.83,73.67,62.9695833333334,51.53,1.0922346,0,31.05,12.58025,1.35,847,591,0,1,2
AL001,2016-08-13T00:00:00,28.7,25.0666666666667,21.73,74.85,55.32625,40.78,1.1343387,0,28.8,12.153875,0.45,803,633,1,0,2
AL001,2016-08-14T00:00:00,29.51,25.11375,21.7,75.74,59.6704166666667,37.19,1.08748515,0,27,11.6315,0.45,720,713,0,0,2
AL001,2016-08-15T00:00:00,29.88,25.2275,21.13,84.1,66.3983333333333,43.54,0.918888,0,25.65,7.17620833333333,0,187,936,270,39,4
AL001,2016-08-16T00:00:00,33.11,26.9291666666667,23.31,88,61.6716666666667,40.93,0.9622746,0,15.75,4.12666666666667,0,308,719,343,66,3
AL001,2016-08-17T00:00:00,31.91,26.3370833333333,21.2,84.9,58.59125,37.66,1.007442,0,25.2,6.85845833333333,0,362,143,907,17,3
AL001,2016-08-18T00:00:00,32.85,26.8933333333333,20.49,92.6,69.6008333333333,39.66,1.073973,0,21.15,6.24820833333333,0,59,72,1267,25,3
AL001,2016-08-19T00:00:00,33.61,27.4825,22.17,91.4,71.51125,46.63,1.0692699,0,20.25,5.89025,0,298,153,965,14,3
AL001,2016-08-20T00:00:00,31.94,27.05,21.49,96.8,73.9533333333333,50.62,1.072074,0,23.4,5.94583333333333,0,195,152,1065,17,3
AL001,2016-08-21T00:00:00,30.29,27.25375,24.79,83,71.7391666666667,60.75,1.02459885,0,28.35,12.658625,0,452,983,0,0,2
AL001,2016-08-22T00:00:00,29.95,26.20375,23.28,83.1,66.7958333333333,47.68,1.06430295,0,24.75,10.55025,0.9,540,895,1,1,2
AL001,2016-08-23T00:00:00,29.98,25.71625,21.57,81.4,66.035,47.51,1.0820889,0,24.3,9.486125,0,484,954,0,0,2
AL001,2016-08-24T00:00:00,31.57,26.1375,21.43,78.67,53.0079166666667,25.84,1.0926183,0,28.35,10.4059166666667,0.45,574,859,0,0,2
AL001,2016-08-25T00:00:00,30.22,25.63,20.83,74.63,53.24125,28.42,1.05852825,0,26.1,9.97754166666667,0,515,923,1,0,2
AL001,2016-08-26T00:00:00,29.75,24.93375,19.89,80.6,79.8916666666667,78.69,1.00864755,0,9.9,3.73516666666667,0,268,1091,52,28,3
AL001,2016-08-27T00:00:00,32.49,25.8183333333333,20.12,,,,0.91905015,0,,,,308,577,535,15,3
AL001,2016-08-28T00:00:00,31.44,25.9416666666667,20.63,,,,0.9255561,0,,,,164,74,1186,16,3
AL001,2016-08-29T00:00:00,32.68,27.055,22.5,,,,0.98443155,0,,,,106,355,792,187,4
AL001,2016-08-30T00:00:00,31.16,26.89,23.42,,,,0.92682885,0,,,,350,1020,64,6,3
AL001,2016-08-31T00:00:00,30.19,26.1204166666667,23.75,,,,0.5404653,0,,,,314,1110,16,0,2
AL001,2016-09-01T00:00:00,31.4,26.25,22.91,82.5,65.9320833333333,45.71,0.922104,0,27.45,10.5205416666667,0,649,790,0,0,2
AL001,2016-09-02T00:00:00,31.5,25.935,22.13,85.9,69.54625,50.39,0.85025085,0,18,7.45545833333333,0,387,1033,17,2,2
AL001,2016-09-03T00:00:00,33.57,26.81,20.09,88.1,59.9870833333333,28.52,0.8741844,0,15.3,5.01591666666667,0,595,840,0,0,2
AL001,2016-09-04T00:00:00,37.62,29.54875,21.91,51.9,32.44,16.98,0.9353262,0,17.1,2.84783333333333,0,724,414,283,14,3
AL001,2016-09-05T00:00:00,39.27,30.4770833333333,21.91,38.87,26.3658333333333,13.16,0.92267145,0,19.35,4.74320833333333,0,289,281,683,181,4
AL001,2016-09-06T00:00:00,36.27,29.23375,23.02,86.8,43.23625,23.2,0.92738685,0,18,4.725375,0,612,819,2,6,2
AL001,2016-09-07T00:00:00,32.48,26.7395833333333,20.93,88.9,63.7354166666667,30.19,0.8775588,0.4,16.65,4.34370833333333,0,576,52,753,47,3
AL001,2016-09-08T00:00:00,30.86,25.9575,20.9,90.9,75.765,56.59,0.91990455,0,20.25,3.96754166666667,0,245,567,591,27,3
AL001,2016-09-09T00:00:00,31.94,26.2970833333333,21.94,87.6,73.83,56.01,0.88005285,0,25.2,4.67483333333333,0,177,628,605,21,3
AL001,2016-09-10T00:00:00,32.38,26.2475,20.59,91.6,70.9179166666667,41.84,0.90654795,0,18.45,2.92254166666667,0,294,813,313,14,3
AL001,2016-09-11T00:00:00,29.88,25.4945833333333,21.13,88.2,72.8283333333333,52.94,0.9124488,0,21.6,6.86604166666667,0,494,941,1,0,2
AL001,2016-09-12T00:00:00,31.17,25.7941666666667,21.94,84.4,66.7820833333333,39.99,0.74891355,0,24.3,8.02495833333333,0,366,1024,46,0,3
AL001,2016-09-13T00:00:00,29.07,24.7533333333333,20.26,85.6,69.465,50.27,0.8410023,0,32.85,9.39604166666667,0,313,101,913,64,3
AL001,2016-09-14T00:00:00,26.98,21.85625,16.79,84.3,61.38,33.25,0.68864325,0,36.45,7.57154166666667,0,391,140,860,40,3
AL001,2016-09-15T00:00:00,26.78,20.3675,14.52,76.35,51.8920833333333,27.82,0.9054636,0,27.9,6.0285,0,583,267,546,34,3
AL001,2016-09-16T00:00:00,27.99,21.4279166666667,14.46,75.6,54.0925,27.54,0.9145314,0,21.6,3.87,0,216,479,713,22,3
AL001,2016-09-17T00:00:00,29.34,22.5783333333333,15.81,77.72,51.1504166666667,28.64,0.9115275,0,19.35,4.19495833333333,0,485,365,562,21,3
AL001,2016-09-18T00:00:00,29.21,22.4191666666667,16.11,83,58.5325,33.32,0.8781345,0,22.5,4.05370833333333,0,602,362,423,47,3
AL001,2016-09-19T00:00:00,27.93,22.3958333333333,17.6,88.1,74.2975,52.51,0.7463154,0,21.15,4.60558333333333,0,398,280,721,29,3
AL001,2016-09-20T00:00:00,25.16,21.6370833333333,18.84,90.8,80.7879166666667,70.17,0.45321285,0,24.75,8.90879166666667,0,0,0,1364,56,3
AL001,2016-09-21T00:00:00,29.51,22.3233333333333,16.18,99.2,72.8320833333333,36.11,0.8554083,0.1,20.7,4.92495833333333,0,178,122,1125,7,3
AL001,2016-09-22T00:00:00,29.65,22.1379166666667,16.72,92.3,74.1020833333333,42.78,0.748998,0,21.6,5.14758333333333,0,364,207,836,25,3
AL001,2016-09-23T00:00:00,28.67,22.3791666666667,16.18,92.3,66.5979166666667,44.15,0.8280786,0,17.1,3.664125,0,412,490,513,14,3
AL001,2016-09-24T00:00:00,27.86,23.29625,19.25,83.7,68.3454166666667,49.79,0.8269839,0,20.25,6.318,0,604,830,2,0,2
AL001,2016-09-25T00:00:00,28.47,22.51125,17.36,88.9,75.105,55.38,0.788223,0,19.8,3.71504166666667,0,326,547,521,43,3
AL001,2016-09-26T00:00:00,27.45,23.2775,19.38,88.7,72.05625,51.87,0.6448485,0,21.6,7.69633333333333,0,419,1020,0,0,2
AL001,2016-09-27T00:00:00,28.06,23.59375,19.55,86.8,70.1391666666667,48.96,0.7900965,0,24.75,7.17479166666666,0,650,786,4,0,2
AL001,2016-09-28T00:00:00,26.34,22.2633333333333,17.88,87.1,69.21125,47.17,0.6303276,2.1,28.35,10.48175,0,778,655,4,0,2
AL001,2016-09-29T00:00:00,26.17,22.1154166666667,18.9,87.1,74.78,62.03,0.6771771,6.4,23.85,11.0389166666667,0,986,447,2,0,2
AL001,2016-09-30T00:00:00,26.44,22.3633333333333,18.67,88.7,70.8079166666667,52.05,0.788184,0,25.65,7.85183333333334,0,818,617,0,0,2
AL001,2016-10-01T00:00:00,26.98,21.1141666666667,15.87,90.8,77.4479166666667,48.74,0.7758705,0,22.5,5.51633333333333,0,372,212,830,17,3
AL001,2016-10-02T00:00:00,27.52,21.2541666666667,15.67,96.1,78.8866666666667,49.99,0.719007,0,20.7,4.27741666666667,0,0,505,919,7,3
AL001,2016-10-03T00:00:00,27.83,21.79875,15.6,88.9,72.04875,42.19,0.752055,0,22.95,7.45683333333333,0,676,763,0,0,2
AL001,2016-10-04T00:00:00,27.79,22.6679166666667,18.98,91.3,74.7179166666667,57.36,0.7285485,0,14.4,5.86008333333333,0,389,1044,2,0,2
AL001,2016-10-05T00:00:00,28.43,22.6116666666667,18.27,92.8,75.995,55.15,0.6388905,0,24.3,8.24266666666667,0,800,638,0,0,2
AL001,2016-10-06T00:00:00,25.56,20.9079166666667,15.3,91.5,81.3233333333333,67.16,0.712032,0,26.1,6.07341666666667,0,117,299,986,26,3
AL001,2016-10-07T00:00:00,29.17,23.0095833333333,17.46,94.3,79.0291666666667,56.39,0.605997,0,15.3,4.484,0,195,317,854,64,3
AL001,2016-10-08T00:00:00,28.4,22.6108333333333,17.06,92.5,78.3345833333333,54.99,0.689739,0,18.45,3.88445833333333,0,333,323,748,28,3
AL001,2016-10-09T00:00:00,27.45,22.0483333333333,18.34,93.7,81.3370833333333,59.99,0.569511,0,19.35,3.666875,0,345,432,646,9,3
AL001,2016-10-10T00:00:00,26.14,21.2016666666667,16.14,93.5,81.515,62.72,0.659724,0,19.8,4.89645833333333,0,276,369,769,18,3
AL001,2016-10-11T00:00:00,24.59,20.555,15.44,94.7,79.6004166666667,60.68,0.7181535,0,26.1,6.7705,0,44,29,1310,41,3
AL001,2016-10-12T00:00:00,24.35,18.6533333333333,15.4,94.1,83.5216666666667,49.29,0.5293641,2.9,27.45,7.07345833333333,0,0,10,1334,80,3
AL001,2016-10-13T00:00:00,20.07,17.2108333333333,14.76,94.7,88.1870833333333,73.62,0.298608,16.5,29.7,8.82470833333333,0,0,0,1321,98,4
AL001,2016-10-14T00:00:00,22,17.8654166666667,14.22,93.6,78.0641666666667,53.97,0.7075995,0,29.7,7.27766666666667,0,0,136,1249,41,3
AL001,2016-10-15T00:00:00,25.4,17.9495833333333,11.42,94.2,74.1616666666667,47.91,0.676173,0,11.7,3.171875,0,589,747,103,0,3
AL001,2016-10-16T00:00:00,26.04,20.0141666666667,14.56,90.3,75.5845833333333,53.98,0.6356889,0,14.4,4.05283333333333,0,317,1120,1,0,2
AL001,2016-10-17T00:00:00,24.25,19.43625,14.39,94.6,83.8383333333333,67.21,0.654057,0,23.4,5.60779166666666,0,380,184,855,10,3
AL001,2016-10-18T00:00:00,25.23,20.4179166666667,16.89,96.2,82.97,62.89,0.3802758,0,15.3,3.41620833333333,0,326,667,446,0,3
AL001,2016-10-19T00:00:00,27.89,22.1241666666667,19.54,91.3,79.7595833333333,57.96,0.44691855,0,11.7,1.7145,0,295,987,157,0,3
AL001,2016-10-20T00:00:00,24.28,20.665,17.39,93.9,83.9204166666667,70.39,0.399681,0,16.2,2.832125,0,759,85,578,15,3
AL001,2016-10-21T00:00:00,26.48,20.4108333333333,15.37,95.4,82.26375,60.58,0.36200925,0,9.9,1.455125,0,624,576,236,0,3
AL001,2016-10-22T00:00:00,24.22,20.06125,15.37,96.5,84.8908333333333,63.42,0.51960405,0,22.05,4.90770833333333,0,525,102,758,40,3
AL001,2016-10-23T00:00:00,25.4,21.2354166666667,16.68,92.8,75.8741666666667,54.42,0.5452143,0,23.85,8.48033333333333,0,20,18,1370,15,3
AL001,2016-10-24T00:00:00,29.28,21.4354166666667,15.98,94.1,74.8533333333333,40.15,0.47140035,0,17.55,2.719625,0,684,540,209,1,3
AL001,2016-10-25T00:00:00,28.1,23.34125,19.4,84.8,71.8416666666667,49.08,0.2758593,0,16.2,2.91470833333333,0,451,801,181,0,3
AL001,2016-10-26T00:00:00,30.15,24.2608333333333,20.18,82.1,65.0491666666667,42.73,0.47823,0,13.05,3.85841666666667,0,244,569,608,12,3
AL001,2016-10-27T00:00:00,26.98,22.8341666666667,18.51,81.7,67.3416666666667,53.7,0.5696274,0,23.4,5.59045833333333,0,568,664,192,2,2
AL001,2016-10-28T00:00:00,26.21,21.2958333333333,18.88,81.8,73.6520833333333,56.92,0.38091675,0,21.15,5.80325,0,757,420,253,0,3
AL001,2016-10-29T00:00:00,25.8,19.78375,14.12,87.7,70.9954166666667,49.05,0.5722758,0,17.55,4.543,0,822,404,209,0,3
AL001,2016-10-30T00:00:00,25.94,17.21625,10.44,90.2,74.9708333333333,53.15,0.58758015,0,10.35,2.26266666666667,0,768,459,209,0,3
AL001,2016-10-31T00:00:00,24.86,17.6941666666667,11.96,94.7,76.4541666666667,47.58,0.55786575,0,17.1,2.61541666666667,0,727,473,235,0,3
AL001,2016-11-01T00:00:00,25.53,18.3429166666667,12.94,90.1,75.9133333333333,55.24,0.4765743,0,11.25,1.94383333333333,0,375,451,604,4,3
AL001,2016-11-02T00:00:00,24.32,17.8120833333333,12.63,93,80.0233333333333,57.95,0.49930635,0,18.45,3.84708333333333,0,141,40,1229,18,3
AL001,2016-11-03T00:00:00,26.44,18.7908333333333,11.89,93.8,76.2225,45.54,0.48405495,0,16.65,3.42825,0,476,341,616,0,3
AL001,2016-11-04T00:00:00,25.36,20.3875,15.98,88.3,71.65125,50.28,0.263535,0,11.25,2.21175,0,552,444,440,0,3
AL001,2016-11-05T00:00:00,24.01,20.27625,16.88,93.5,76.6954166666667,57.38,0.5038341,0,44.55,12.8172916666667,0,118,59,1237,10,3
AL001,2016-11-06T00:00:00,21.15,18.0133333333333,11.62,85.4,63.6158333333333,40.03,0.54849345,0,34.2,9.79741666666667,0,213,64,1023,119,3
AL001,2016-11-07T00:00:00,20.8,13.0829166666667,8.46,79.3,59.6404166666667,28.49,0.51840285,0.4,18,3.32883333333333,0,777,297,352,5,3
AL001,2016-11-08T00:00:00,21.05,13.360875,7.211,61.83,41.87,16.8,0.55867035,0,24.3,3.77408333333333,0,557,202,543,123,3
AL001,2016-11-09T00:00:00,20.31,13.661625,5.398,87.1,55.4791666666667,28.82,0.4708134,0,19.8,3.886375,0,548,196,606,78,4
AL001,2016-11-10T00:00:00,23.18,16.1783333333333,11.11,88.5,73.0141666666667,45.12,0.47239155,0,19.8,3.223625,0,359,264,643,164,4
AL001,2016-11-11T00:00:00,19.13,13.4120833333333,8.29,88.8,78.0495833333333,57.27,0.51726075,0,21.15,4.47533333333333,0,425,6,806,193,4
AL001,2016-11-12T00:00:00,20.85,12.6937916666667,6.403,92.3,78.9379166666667,50.84,0.4852008,0,16.65,2.820125,0,181,42,806,406,4
AL001,2016-11-13T00:00:00,22.03,13.7383333333333,8.08,88.5,73.8229166666667,49.32,0.45226305,0,9.9,1.82658333333333,0,457,328,651,2,3
AL001,2016-11-14T00:00:00,21.39,13.92175,7.045,88.8,69.6958333333333,47.95,0.4788705,0,22.95,3.92245833333333,0,670,413,349,0,3
AL001,2016-11-15T00:00:00,20.88,16.3629166666667,11.15,59.56,49.3254166666667,38.2,0.4874499,0,32.85,8.551875,0,940,402,78,5,2
AL001,2016-11-16T00:00:00,21.86,14.995,8.56,84.1,51.3216666666667,28.28,0.49708635,0,22.95,4.53829166666667,0,337,515,566,12,3
AL001,2016-11-17T00:00:00,19.8,12.1462916666667,5.799,88.3,71.5029166666667,41.22,0.4901979,0,16.65,3.40220833333333,0,625,173,633,3,3
AL001,2016-11-18T00:00:00,18.66,11.9773333333333,5.764,91.2,78.80625,63.45,0.48129195,0,21.6,4.121875,0,319,295,799,17,3
AL001,2016-11-19T00:00:00,21.79,13.6054166666667,8.56,91.1,79.6954166666666,49.58,0.38242365,0,16.2,2.11054166666667,0,397,4,1034,1,3
AL001,2016-11-20T00:00:00,18.66,13.184625,6.876,89.4,80.5266666666667,60.17,0.3919119,0,23.4,4.53725,0,629,2,759,41,3
AL001,2016-11-21T00:00:00,18.27,16.7575,14.96,92.4,82.8608333333333,77.33,0.1855569,0,32.85,11.0360833333333,0,0,22,1299,97,3
AL001,2016-11-22T00:00:00,17.97,13.7908333333333,10.95,96.8,91.0333333333333,80.1,0.13960545,13.7,23.4,2.72741666666667,0,315,424,604,84,4
AL001,2016-11-23T00:00:00,16.62,11.6054166666667,8.25,97.1,88.4454166666667,65.28,0.287631,9.6,25.2,4.21516666666667,0,310,35,915,172,4
AL001,2016-11-24T00:00:00,14.56,9.94845833333333,5.022,95,79.50125,58.46,0.328146,0,26.1,4.75691666666667,0,0,38,770,622,4
AL001,2016-11-25T00:00:00,16.38,12.07,7.549,86.7,75.2695833333333,61.19,0.39724455,0,18.9,4.53883333333333,0,174,136,1104,15,3
AL001,2016-11-26T00:00:00,18.47,14.12875,10.47,91.7,79.7375,67.55,0.1882845,0.1,20.25,4.07758333333333,0,810,424,202,1,3
AL001,2016-11-27T00:00:00,18.66,12.99625,10.41,96.8,86.43375,56.49,0.24574485,3.3,10.8,1.47241666666667,0,463,561,415,0,3
AL001,2016-11-28T00:00:00,17.53,12.17,8.79,94.4,85.8845833333334,63.93,0.348768,0.1,16.2,2.042625,0,443,414,575,5,3
AL001,2016-11-29T00:00:00,19.1,12.55925,7.413,93,81.5945833333333,57.76,0.3369375,0,16.65,3.633375,0,1052,363,24,0,2
AL001,2016-11-30T00:00:00,19.37,15.9091666666667,13.65,87.3,77.5708333333333,62.99,0.37023,0,28.35,8.63175,0.45,891,432,98,17,2
AL001,2016-12-01T00:00:00,17.19,14.7495833333333,12.16,90.1,81.1808333333333,72.1,0.3286965,0.6,32.4,9.105375,0,1185,232,17,3,2
AL001,2016-12-02T00:00:00,20.11,13.8395833333333,8.92,94.7,84.5795833333333,65.35,0.40508925,0,12.15,1.82233333333333,0,712,281,441,5,3
AL001,2016-12-03T00:00:00,18.53,14.4320833333333,11.76,94.2,87.6879166666667,74.18,0.1953981,0.1,15.3,3.04904166666667,0,810,571,58,2,3
AL001,2016-12-04T00:00:00,16.11,14.3375,12.94,91.1,85.9416666666667,73.3,0.03688305,12.9,26.1,9.53129166666667,0,1131,295,1,5,2
AL001,2016-12-05T00:00:00,20.14,14.4375,10.68,95.2,86.6870833333333,70.57,0.30421215,0,13.5,2.22825,0,637,790,13,0,2
AL001,2016-12-06T00:00:00,23.07,17.1275,13.11,92.5,73.3308333333333,44.44,0.41139855,0,23.4,4.08229166666667,0,679,643,97,15,3
AL001,2016-12-07T00:00:00,19.7,14.1929166666667,10.03,90.6,75.9179166666667,50.98,0.3983952,0,22.5,3.77070833333333,0,756,607,67,2,2
AL001,2016-12-08T00:00:00,17.9,14.72125,10.64,82.2,72.5479166666667,58.68,0.253875,0,29.25,9.07879166666667,0,1279,143,10,3,2
AL001,2016-12-09T00:00:00,17.86,14.935,11.49,94.2,82.9516666666667,75.06,0.19846755,0,17.1,5.05033333333333,0,894,498,37,2,2
AL001,2016-12-10T00:00:00,20.07,13.9454166666667,9.66,96,85.835,64.28,0.397059,0.1,8.55,2.09925,0,716,629,91,0,2
AL001,2016-12-11T00:00:00,19.05,12.0745833333333,7.577,96,87.65375,66.81,0.378546,0.1,13.95,2.21204166666667,0,644,66,723,2,3
AL001,2016-12-12T00:00:00,16.98,12.2966666666667,8.08,96.2,86.3370833333333,68.62,0.36177525,0.1,18.9,3.594625,0,398,242,794,5,3
AL001,2016-12-13T00:00:00,18.7,12.3126666666667,6.938,95.8,82.0708333333333,63.26,0.22764435,0,7.65,1.16491666666667,0,319,351,767,1,3
AL001,2016-12-14T00:00:00,17.73,13.6508333333333,10.27,91.8,77.8070833333333,57.45,0.346974,2.5,18.9,2.98358333333333,0,650,122,664,5,3
AL001,2016-12-15T00:00:00,16.37,12.2066666666667,9.49,95.7,83.53125,63.08,0.33139695,8,16.2,1.94704166666667,0,372,430,630,8,3
AL001,2016-12-16T00:00:00,10.98,9.58208333333333,7.98,96.1,92.6291666666667,88.5,0.08055495,15.6,15.75,2.52054166666667,0,914,447,79,0,3
AL001,2016-12-17T00:00:00,15.23,12.19875,9.63,95,86.58,70.81,0.18043515,53.4,34.65,10.611,0,1006,272,124,31,2
AL001,2016-12-18T00:00:00,14.73,11.9404166666667,8.95,95,80.7208333333333,65.85,0.25711245,27.3,39.15,14.3089583333333,0.45,1108,195,99,36,2
